,date,brand,days_visible_7,days_measured_7,visibility_7,appearances_7,opportunities_7,share_7,avg_normalized_inverted_rank_7,score_7,score_30,url_id,category
43,2017-03-04 0:00:00,Mountain Dew,2,2,1,22,200,0.11,0.825,1.74075,1.74075,2158,Soda Soft Drinks
44,2017-03-04 0:00:00,Mug,2,2,1,2,200,0.01,0.805,1.61805,1.61805,2158,Soda Soft Drinks
45,2017-03-04 0:00:00,NO DATA,2,2,1,20,200,0.1,0.74,1.554,1.554,2158,Soda Soft Drinks
46,2017-03-04 0:00:00,Neuro,2,2,1,2,200,0.01,0.22,0.4422,0.4422,2158,Soda Soft Drinks
47,2017-03-04 0:00:00,Pepsi,2,2,1,23,200,0.115,0.88,1.8612,1.8612,2158,Soda Soft Drinks
48,2017-03-04 0:00:00,Q Drinks,2,2,1,4,200,0.02,0.475,0.9595,0.9595,2158,Soda Soft Drinks
49,2017-03-04 0:00:00,Seagram's,2,2,1,2,200,0.01,0.925,1.85925,1.85925,2158,Soda Soft Drinks
50,2017-03-04 0:00:00,Sprite,2,2,1,6,200,0.03,0.94,1.9082,1.9082,2158,Soda Soft Drinks
51,2017-03-04 0:00:00,Surge,2,2,1,2,200,0.01,0.91,1.8291,1.8291,2158,Soda Soft Drinks
52,2017-03-04 0:00:00,Top Hat,1,2,0.5,1,100,0.01,0.27,0.4077,0.4077,2158,Soda Soft Drinks
53,2017-03-04 0:00:00,V8,1,2,0.5,1,100,0.01,0.25,0.3775,0.3775,2158,Soda Soft Drinks
54,2017-03-04 0:00:00,Zevia,2,2,1,24,200,0.12,0.925,1.961,1.961,2158,Soda Soft Drinks
55,2017-03-04 0:00:00,Zico Beverages,2,2,1,2,200,0.01,0.47,0.9447,0.9447,2158,Soda Soft Drinks
56,2017-03-04 0:00:00,bai,2,2,1,17,200,0.085,0.98,2.0433,2.0433,2158,Soda Soft Drinks
57,2017-03-05 0:00:00,Barq's,3,3,1,3,300,0.01,0.64,1.2864,1.2864,2158,Soda Soft Drinks
58,2017-03-05 0:00:00,Barrs Originals Soft Drinks,1,3,0.333333333,1,100,0.01,0.04,0.053733333,0.053733333,2158,Soda Soft Drinks
59,2017-03-05 0:00:00,Blue Sky,3,3,1,7,300,0.023333333,0.24,0.4856,0.4856,2158,Soda Soft Drinks
60,2017-03-05 0:00:00,Brex America,3,3,1,3,300,0.01,0.37,0.7437,0.7437,2158,Soda Soft Drinks
61,2017-03-05 0:00:00,Canada Dry,1,3,0.333333333,1,100,0.01,0.12,0.1612,0.1612,2158,Soda Soft Drinks
62,2017-03-05 0:00:00,Coca-Cola,3,3,1,16,300,0.053333333,0.99,2.0328,2.0328,2158,Soda Soft Drinks
63,2017-03-05 0:00:00,Coca-Cola Life,3,3,1,3,300,0.01,0.786666667,1.5812,1.5812,2158,Soda Soft Drinks
64,2017-03-05 0:00:00,Coke Zero,3,3,1,12,300,0.04,0.97,1.9788,1.9788,2158,Soda Soft Drinks
65,2017-03-05 0:00:00,Diet Coke,3,3,1,14,300,0.046666667,1,2.046666667,2.046666667,2158,Soda Soft Drinks
66,2017-03-05 0:00:00,Diet Mountain Dew,3,3,1,4,300,0.013333333,0.88,1.771733333,1.771733333,2158,Soda Soft Drinks
67,2017-03-05 0:00:00,Fanta,3,3,1,5,300,0.016666667,0.786666667,1.586444444,1.586444444,2158,Soda Soft Drinks
68,2017-03-05 0:00:00,Fever-Tree,3,3,1,16,300,0.053333333,0.72,1.4784,1.4784,2158,Soda Soft Drinks
69,2017-03-05 0:00:00,Fresca,3,3,1,6,300,0.02,0.67,1.3534,1.3534,2158,Soda Soft Drinks
70,2017-03-05 0:00:00,Gosling's,3,3,1,3,300,0.01,0.443333333,0.8911,0.8911,2158,Soda Soft Drinks
71,2017-03-05 0:00:00,Hansen's,3,3,1,12,300,0.04,0.466666667,0.952,0.952,2158,Soda Soft Drinks
72,2017-03-05 0:00:00,Hires Big H,1,3,0.333333333,1,100,0.01,0.04,0.053733333,0.053733333,2158,Soda Soft Drinks
73,2017-03-05 0:00:00,Mello Yello,1,3,0.333333333,1,100,0.01,0.03,0.0403,0.0403,2158,Soda Soft Drinks
74,2017-03-05 0:00:00,Mist TWST,1,3,0.333333333,1,100,0.01,0.06,0.0806,0.0806,2158,Soda Soft Drinks
75,2017-03-05 0:00:00,Mountain Dew,3,3,1,33,300,0.11,0.816666667,1.723166667,1.723166667,2158,Soda Soft Drinks
76,2017-03-05 0:00:00,Mug,3,3,1,3,300,0.01,0.81,1.6281,1.6281,2158,Soda Soft Drinks
77,2017-03-05 0:00:00,NO DATA,3,3,1,30,300,0.1,0.746666667,1.568,1.568,2158,Soda Soft Drinks
78,2017-03-05 0:00:00,Neuro,3,3,1,3,300,0.01,0.23,0.4623,0.4623,2158,Soda Soft Drinks
79,2017-03-05 0:00:00,Pepsi,3,3,1,34,300,0.113333333,0.88,1.859733333,1.859733333,2158,Soda Soft Drinks
80,2017-03-05 0:00:00,Q Drinks,3,3,1,5,300,0.016666667,0.503333333,1.015055556,1.015055556,2158,Soda Soft Drinks
81,2017-03-05 0:00:00,Seagram's,3,3,1,3,300,0.01,0.93,1.8693,1.8693,2158,Soda Soft Drinks
82,2017-03-05 0:00:00,Sprite,3,3,1,9,300,0.03,0.936666667,1.901433333,1.901433333,2158,Soda Soft Drinks
83,2017-03-05 0:00:00,Surge,3,3,1,3,300,0.01,0.89,1.7889,1.7889,2158,Soda Soft Drinks
84,2017-03-05 0:00:00,Top Hat,1,3,0.333333333,1,100,0.01,0.27,0.3627,0.3627,2158,Soda Soft Drinks
85,2017-03-05 0:00:00,V8,2,3,0.666666667,2,200,0.01,0.285,0.47785,0.47785,2158,Soda Soft Drinks
86,2017-03-05 0:00:00,Zevia,3,3,1,36,300,0.12,0.92,1.9504,1.9504,2158,Soda Soft Drinks
87,2017-03-05 0:00:00,Zico Beverages,3,3,1,3,300,0.01,0.466666667,0.938,0.938,2158,Soda Soft Drinks
88,2017-03-05 0:00:00,bai,3,3,1,26,300,0.086666667,0.98,2.044933333,2.044933333,2158,Soda Soft Drinks
89,2017-03-06 0:00:00,Barq's,4,4,1,4,400,0.01,0.6075,1.221075,1.221075,2158,Soda Soft Drinks
90,2017-03-06 0:00:00,Barrs Originals Soft Drinks,1,4,0.25,1,100,0.01,0.04,0.0504,0.0504,2158,Soda Soft Drinks
91,2017-03-06 0:00:00,Blue Sky,4,4,1,13,400,0.0325,0.3175,0.64531875,0.64531875,2158,Soda Soft Drinks
92,2017-03-06 0:00:00,Brex America,4,4,1,4,400,0.01,0.4175,0.839175,0.839175,2158,Soda Soft Drinks
93,2017-03-06 0:00:00,Canada Dry,1,4,0.25,1,100,0.01,0.12,0.1512,0.1512,2158,Soda Soft Drinks
