study_name,study_id,brand_name,brand_id,diq,study_class,sector,raw_mobile_score,mobile_class,raw_social_score,social_class,raw_digital_mkting_score,digital_mkting_class,raw_site_score,site_class
Germany Beauty 2015,BuvveERu,Clinique,113,136,Gifted,Beauty & Skincare,9.85,Gifted,8.78,Genius,12.1,Gifted,29.85,Genius
Germany Beauty 2015,BuvveERu,Lancome,70,134,Gifted,Beauty & Skincare,5.6,Feeble,12.09,Genius,13.23,Gifted,28.68,Gifted
Germany Beauty 2015,BuvveERu,Yves Rocher,5,134,Gifted,Beauty & Skincare,11.98,Gifted,6.31,Gifted,14.19,Genius,27.39,Gifted
Germany Beauty 2015,BuvveERu,Estee Lauder,115,132,Gifted,Beauty & Skincare,11.05,Gifted,6.8,Gifted,11.86,Gifted,29.07,Genius
Germany Beauty 2015,BuvveERu,Benefit Cosmetics,27,131,Gifted,Beauty & Skincare,5.96,Feeble,11.42,Genius,10.38,Average,30.42,Genius
Germany Beauty 2015,BuvveERu,Shiseido,96,125,Gifted,Beauty & Skincare,8.06,Average,10.48,Genius,7.83,Challenged,29.18,Genius
Germany Beauty 2015,BuvveERu,Aveda,112,125,Gifted,Beauty & Skincare,11.7,Gifted,3.53,Feeble,11.29,Gifted,28.92,Gifted
Germany Beauty 2015,BuvveERu,The Body Shop,150,124,Gifted,Retail,12.1,Gifted,2.43,Feeble,12.57,Gifted,28.14,Gifted
Germany Beauty 2015,BuvveERu,Bobbi Brown,69,123,Gifted,Beauty & Skincare,10.24,Gifted,4.08,Challenged,12.54,Gifted,27.71,Gifted
Germany Beauty 2015,BuvveERu,KIKO Milano,aoQHYcjnwW,117,Gifted,Beauty & Skincare,12.2,Gifted,5.06,Average,10.37,Average,24.26,Gifted
Germany Beauty 2015,BuvveERu,Kiehl's,25,113,Gifted,Beauty & Skincare,5.91,Feeble,4.42,Challenged,10.66,Gifted,29.43,Genius
Germany Beauty 2015,BuvveERu,Biotherm,135,110,Gifted,Beauty & Skincare,5.39,Feeble,7.76,Genius,9.98,Average,25.86,Gifted
Germany Beauty 2015,BuvveERu,Essence Cosmetics,fF6FySkNex,108,Average,Beauty & Skincare,10.29,Gifted,10.79,Genius,9.5,Average,17.42,Challenged
Germany Beauty 2015,BuvveERu,Max Factor,O6H0HIMGp3,105,Average,Beauty & Skincare,9.01,Average,5.7,Average,8.35,Challenged,23.6,Gifted
Germany Beauty 2015,BuvveERu,La Roche-Posay,142,105,Average,Beauty & Skincare,9.47,Average,5.73,Average,8.38,Challenged,23.29,Gifted
Germany Beauty 2015,BuvveERu,LR Health & Beauty Systems,BLbxb9ysGw,104,Average,Beauty & Skincare,6.29,Challenged,7.91,Genius,8.12,Challenged,24.19,Gifted
Germany Beauty 2015,BuvveERu,Olay,159,103,Average,Beauty & Skincare,5.96,Feeble,7.11,Gifted,12.12,Gifted,20.63,Average
Germany Beauty 2015,BuvveERu,Gucci Parfum,f7YCb1NXnm,103,Average,Beauty & Skincare,10.8,Gifted,0.2,Feeble,13.05,Gifted,21.78,Average
Germany Beauty 2015,BuvveERu,Mary Kay,155,101,Average,Beauty & Skincare,5.7,Feeble,5.75,Average,7.88,Challenged,25.72,Gifted
Germany Beauty 2015,BuvveERu,MAC Cosmetics,1469,101,Average,Beauty & Skincare,9.9,Gifted,0,Feeble,11.05,Gifted,24.09,Gifted
Germany Beauty 2015,BuvveERu,Dove,76,100,Average,Beauty & Skincare,8.66,Average,9.78,Genius,9.33,Average,16.8,Challenged
Germany Beauty 2015,BuvveERu,Vichy,151,99,Average,Beauty & Skincare,9.38,Average,8.61,Genius,10.66,Gifted,15.61,Challenged
Germany Beauty 2015,BuvveERu,Avene,3RoARqM0xc,99,Average,Beauty & Skincare,9.85,Gifted,6.57,Gifted,7.62,Challenged,20.1,Average
Germany Beauty 2015,BuvveERu,Garnier,136,99,Average,Beauty & Skincare,10.5,Gifted,10.97,Genius,10.87,Gifted,11.65,Feeble
Germany Beauty 2015,BuvveERu,Florena,m0zDWFkIyL,99,Average,Beauty & Skincare,9.68,Gifted,4.64,Challenged,8.95,Average,20.74,Average
Germany Beauty 2015,BuvveERu,Manhattan,zkjpSAwaqm,94,Average,Beauty & Skincare,9.61,Average,10.03,Genius,8.73,Average,13.64,Feeble
Germany Beauty 2015,BuvveERu,Hugo Boss Fragrance,1186,90,Average,Beauty & Skincare,9.74,Gifted,0.32,Feeble,10.07,Average,19.82,Average
Germany Beauty 2015,BuvveERu,Essie,1466,88,Challenged,Beauty & Skincare,8.06,Average,3.44,Feeble,9.3,Average,18.38,Challenged
Germany Beauty 2015,BuvveERu,Joop!,LD5fRXoODc,88,Challenged,Fashion,9.36,Average,0.2,Feeble,12.57,Gifted,16.98,Challenged
Germany Beauty 2015,BuvveERu,Lacoste Fragrances,1702,88,Challenged,Beauty & Skincare,7.74,Challenged,0.45,Feeble,9.27,Average,21.61,Average
Germany Beauty 2015,BuvveERu,Eucerin,tPuHjEWsSW,85,Challenged,Personal Care,8.56,Average,4.52,Challenged,10.54,Gifted,14.17,Feeble
Germany Beauty 2015,BuvveERu,Dior,1689,85,Challenged,Fashion,9.91,Gifted,0.56,Feeble,8.5,Challenged,18.97,Average
Germany Beauty 2015,BuvveERu,Giorgio Armani Beauty,137,79,Challenged,Beauty & Skincare,4.49,Feeble,3.93,Challenged,9.69,Average,17.13,Challenged
Germany Beauty 2015,BuvveERu,Neutrogena,21,77,Challenged,Beauty & Skincare,9.37,Average,1.7,Feeble,7.59,Challenged,15.56,Challenged
Germany Beauty 2015,BuvveERu,Playboy Fragrances,DjfOeDZLao,75,Challenged,Beauty & Skincare,7.65,Challenged,8.82,Genius,4.6,Feeble,12.41,Feeble
Germany Beauty 2015,BuvveERu,NYX,Fhb9GP1COQ,73,Challenged,Beauty & Skincare,4.93,Feeble,5.22,Average,4.23,Feeble,18.01,Challenged
Germany Beauty 2015,BuvveERu,Astor,yBeTQ93Zg7,73,Challenged,Beauty & Skincare,4.29,Feeble,6.6,Gifted,5.65,Feeble,15.85,Challenged
Germany Beauty 2015,BuvveERu,Catrice,dbFWUY0Wag,72,Challenged,Beauty & Skincare,5.06,Feeble,4.58,Challenged,8.17,Challenged,14.4,Feeble
Germany Beauty 2015,BuvveERu,Mugler,209,72,Challenged,Beauty & Skincare,3.56,Feeble,5.26,Average,7.08,Challenged,16.07,Challenged
Germany Beauty 2015,BuvveERu,Aok,lwzXPuDfFm,72,Challenged,Beauty & Skincare,7.51,Challenged,3.26,Feeble,4.56,Feeble,16.56,Challenged
Germany Beauty 2015,BuvveERu,Clearasil,B2o9Gd1xXA,70,Challenged,Beauty & Skincare,8.62,Average,4.11,Challenged,8.4,Challenged,9.85,Feeble
Germany Beauty 2015,BuvveERu,Chanel,593,69,Feeble,Fashion,9.94,Gifted,0.74,Feeble,9.99,Average,9.99,Feeble
Germany Beauty 2015,BuvveERu,Jean Paul Gaultier Fragrances,vRahImyqAv,68,Feeble,Beauty & Skincare,6.51,Challenged,0.2,Feeble,7.15,Challenged,16.26,Challenged
Germany Beauty 2015,BuvveERu,Hildegard Braukmann,7oNHHEJupC,67,Feeble,Beauty & Skincare,8.41,Average,3.09,Feeble,3.48,Feeble,15.02,Challenged
Germany Beauty 2015,BuvveERu,Avon,17,67,Feeble,Beauty & Skincare,6.72,Challenged,8.56,Genius,6.16,Feeble,8.27,Feeble
Germany Beauty 2015,BuvveERu,Dolce & Gabbana Beauty,uyQvxeXxfB,67,Feeble,Beauty & Skincare,8.71,Average,0.6,Feeble,3.71,Feeble,16.96,Challenged
Germany Beauty 2015,BuvveERu,Guerlain,190,66,Feeble,Beauty & Skincare,2.89,Feeble,4.24,Challenged,4.11,Feeble,18.21,Challenged
Germany Beauty 2015,BuvveERu,Davidoff,184,65,Feeble,Beauty & Skincare,7.27,Challenged,3.3,Feeble,7.07,Challenged,11.32,Feeble
Germany Beauty 2015,BuvveERu,Calvin Klein Fragrances,Ht9ZKw2nEd,63,Feeble,Beauty & Skincare,9.43,Average,0.6,Feeble,7.44,Challenged,10.38,Feeble
Germany Beauty 2015,BuvveERu,Jil Sander,194,61,Feeble,Fashion,4.78,Feeble,0.2,Feeble,7.31,Challenged,14.67,Challenged
Germany Beauty 2015,BuvveERu,Lancaster,224WKojxI9,59,Feeble,Beauty & Skincare,6.38,Challenged,0,Feeble,5.51,Feeble,14.16,Feeble
Germany Beauty 2015,BuvveERu,Diadermine,HpRiqE8Eb9,57,Feeble,Beauty & Skincare,8.3,Average,0.32,Feeble,4.19,Feeble,12.42,Feeble
Germany Beauty 2015,BuvveERu,Hormocenta,QAC8g1uNjP,56,Feeble,Beauty & Skincare,4.51,Feeble,3.53,Feeble,4.3,Feeble,12.56,Feeble
Germany Beauty 2015,BuvveERu,Frei,VDVz7pXMl6,54,Feeble,Beauty & Skincare,8.5,Average,0,Feeble,5.14,Feeble,10.33,Feeble
Germany Beauty 2015,BuvveERu,Tabac,4PL40zCysR,53,Feeble,Beauty & Skincare,7.72,Challenged,3.54,Feeble,5.71,Feeble,6.55,Feeble
Germany Beauty 2015,BuvveERu,Linola,C0f8bW8uGx,49,Feeble,Beauty & Skincare,4.62,Feeble,0,Feeble,4.79,Feeble,12.26,Feeble
Germany Beauty 2015,BuvveERu,Decleor,D8S1cWR2ST,48,Feeble,Personal Care,2.62,Feeble,0.32,Feeble,4.67,Feeble,13.88,Feeble
Germany Beauty 2015,BuvveERu,Elizabeth Arden,114,47,Feeble,Beauty & Skincare,3.52,Feeble,0.56,Feeble,2.9,Feeble,13.94,Feeble
Germany Beauty 2015,BuvveERu,Bepanthol,AMbH63GcFj,37,Feeble,Beauty & Skincare,4.63,Feeble,0,Feeble,3.96,Feeble,7.79,Feeble
Germany Beauty 2015,BuvveERu,Carita,WERhLnpdUg,33,Feeble,Beauty & Skincare,2.22,Feeble,0.2,Feeble,5.16,Feeble,7.09,Feeble
Germany Beauty 2015,BuvveERu,Juvena,vxAjDiuciO,29,Feeble,Beauty & Skincare,3.69,Feeble,0,Feeble,4.05,Feeble,5.22,Feeble
Germany Beauty 2015,BuvveERu,Rimmel,128,20,Feeble,Beauty & Skincare,3.8,Feeble,0.45,Feeble,3.54,Feeble,1.32,Feeble
Germany Beauty 2015,BuvveERu,Helena Rubinstein,138,16,Feeble,Beauty & Skincare,2.33,Feeble,3.79,Challenged,0.46,Feeble,0.5,Feeble
Hair Care & Color 2015,RjaBCddy,Aveda,112,163,Genius,Beauty & Skincare,12.21,Genius,15.3,Genius,20.49,Genius,27.04,Genius
Hair Care & Color 2015,RjaBCddy,L'Oreal Paris,141,160,Genius,Beauty & Skincare,11.36,Gifted,13.08,Genius,21.35,Genius,28.03,Genius
Hair Care & Color 2015,RjaBCddy,Garnier,136,150,Genius,Beauty & Skincare,11.65,Gifted,12.24,Gifted,19.49,Genius,25.86,Genius
Hair Care & Color 2015,RjaBCddy,Dove,76,139,Gifted,Beauty & Skincare,7.66,Average,13.84,Genius,18.69,Genius,24.12,Gifted
Hair Care & Color 2015,RjaBCddy,Clairol,1608,135,Gifted,Beauty & Skincare,8.54,Average,11.43,Gifted,16.01,Genius,26.14,Genius
Hair Care & Color 2015,RjaBCddy,Matrix,143,132,Gifted,Beauty & Skincare,10.1,Gifted,13.58,Genius,16.37,Genius,20.91,Gifted
Hair Care & Color 2015,RjaBCddy,Pantene,214,131,Gifted,Beauty & Skincare,7.9,Average,14.26,Genius,15.24,Gifted,23.19,Gifted
Hair Care & Color 2015,RjaBCddy,Redken,146,130,Gifted,Beauty & Skincare,12.23,Genius,11.29,Gifted,17.06,Genius,19.43,Average
Hair Care & Color 2015,RjaBCddy,Neutrogena,21,130,Gifted,Beauty & Skincare,9.11,Average,10.16,Gifted,18.89,Genius,21.97,Gifted
Hair Care & Color 2015,RjaBCddy,Head & Shoulders,1601,129,Gifted,Beauty & Skincare,9.43,Gifted,13.23,Genius,14.83,Gifted,22,Gifted
Hair Care & Color 2015,RjaBCddy,TRESemme,91,129,Gifted,Beauty & Skincare,10.96,Gifted,14.02,Genius,13.37,Gifted,21.35,Gifted
Hair Care & Color 2015,RjaBCddy,John Frieda,1604,125,Gifted,Beauty & Skincare,9.42,Gifted,9.86,Gifted,14.93,Gifted,23.56,Gifted
Hair Care & Color 2015,RjaBCddy,Paul Mitchell,1592,123,Gifted,Beauty & Skincare,9.29,Gifted,11.61,Gifted,17.41,Genius,18.5,Average
Hair Care & Color 2015,RjaBCddy,Shu Uemura Art of Hair,1616,118,Gifted,Beauty & Skincare,11.53,Gifted,7.86,Challenged,9.27,Challenged,25.63,Genius
Hair Care & Color 2015,RjaBCddy,Bumble and Bumble,125,118,Gifted,Beauty & Skincare,11.89,Genius,11.16,Gifted,15.78,Genius,15.61,Challenged
Hair Care & Color 2015,RjaBCddy,Suave,88,117,Gifted,Beauty & Skincare,9.56,Gifted,9.79,Gifted,14.21,Gifted,20.25,Gifted
Hair Care & Color 2015,RjaBCddy,Wella Professionals,1620,116,Gifted,Beauty & Skincare,8.53,Average,10.62,Gifted,14.13,Gifted,20.2,Gifted
Hair Care & Color 2015,RjaBCddy,Fekkai,1599,116,Gifted,Beauty & Skincare,11.69,Gifted,10.27,Gifted,13.15,Gifted,18.45,Average
Hair Care & Color 2015,RjaBCddy,Kerastase,140,116,Gifted,Beauty & Skincare,7.43,Challenged,11.83,Gifted,14.79,Gifted,19.56,Gifted
Hair Care & Color 2015,RjaBCddy,Aveeno,134,115,Gifted,Beauty & Skincare,8.92,Average,9.48,Average,13.79,Gifted,20.83,Gifted
Hair Care & Color 2015,RjaBCddy,Klorane,NPbqwClNhx,113,Gifted,Hair Care,8.85,Average,6.6,Challenged,8.45,Challenged,28.35,Genius
Hair Care & Color 2015,RjaBCddy,Revlon,161,113,Gifted,Beauty & Skincare,7.77,Average,13.68,Genius,16.93,Genius,13.66,Challenged
Hair Care & Color 2015,RjaBCddy,Aussie,1595,110,Gifted,Beauty & Skincare,9.13,Average,11.81,Gifted,9.44,Challenged,20.16,Gifted
Hair Care & Color 2015,RjaBCddy,Herbal Essences,1602,106,Average,Hair Care,7.23,Challenged,10.25,Gifted,10.69,Average,20.75,Gifted
Hair Care & Color 2015,RjaBCddy,Carol's Daughter,126,105,Average,Beauty & Skincare,8.23,Average,12.83,Genius,14.44,Gifted,13.01,Challenged
Hair Care & Color 2015,RjaBCddy,Nexxus,82,105,Average,Beauty & Skincare,11.69,Gifted,5.38,Feeble,11.27,Average,19.93,Gifted
Hair Care & Color 2015,RjaBCddy,Rogaine/Regaine,1706,102,Average,Beauty & Skincare,10.19,Gifted,3.5,Feeble,11.62,Average,21.92,Gifted
Hair Care & Color 2015,RjaBCddy,Moroccanoil,1607,102,Average,Beauty & Skincare,7.08,Challenged,13.12,Genius,12.53,Gifted,14.29,Challenged
Hair Care & Color 2015,RjaBCddy,Vidal Sassoon,1850,100,Average,Beauty & Skincare,5.75,Feeble,10.3,Gifted,12.49,Gifted,17.57,Average
Hair Care & Color 2015,RjaBCddy,Living Proof,1606,100,Average,Beauty & Skincare,8.38,Average,8.5,Average,11.47,Average,17.99,Average
Hair Care & Color 2015,RjaBCddy,Axe/Lynx,71,100,Average,Beauty & Skincare,6.89,Challenged,14.06,Genius,12.08,Average,13.32,Challenged
Hair Care & Color 2015,RjaBCddy,Clear,73,97,Average,Hair Care,9.83,Gifted,10,Gifted,9.51,Challenged,15.31,Challenged
Hair Care & Color 2015,RjaBCddy,Dark and Lovely,zD0wFCampk,97,Average,Hair Care,10.35,Gifted,7.13,Challenged,8.9,Challenged,18.49,Average
Hair Care & Color 2015,RjaBCddy,Pureology,1612,96,Average,Beauty & Skincare,8.2,Average,6.16,Feeble,12.32,Gifted,17.54,Average
Hair Care & Color 2015,RjaBCddy,Organix,1610,95,Average,Beauty & Skincare,10.64,Gifted,6.44,Challenged,4.73,Feeble,21.85,Gifted
Hair Care & Color 2015,RjaBCddy,JOICO,1622,94,Average,Beauty & Skincare,9.4,Gifted,11.74,Gifted,9.5,Challenged,12.71,Challenged
Hair Care & Color 2015,RjaBCddy,Optimum Salon Haircare,bDhvu5gumL,91,Average,Hair Care,10.37,Gifted,4.44,Feeble,7.78,Challenged,19.28,Average
Hair Care & Color 2015,RjaBCddy,L'Oreal Professionnel,103,91,Average,Beauty & Skincare,7.31,Challenged,8.5,Average,11.82,Average,14.58,Challenged
Hair Care & Color 2015,RjaBCddy,Wen,1621,91,Average,Beauty & Skincare,6.79,Challenged,8.68,Average,13.21,Gifted,13.21,Challenged
Hair Care & Color 2015,RjaBCddy,Sebastian Professional,1615,90,Average,Beauty & Skincare,6.35,Challenged,10.89,Gifted,8.94,Challenged,15.34,Challenged
Hair Care & Color 2015,RjaBCddy,Ojon,169,88,Challenged,Beauty & Skincare,11.34,Gifted,2.42,Feeble,10.78,Average,16.2,Average
Hair Care & Color 2015,RjaBCddy,Motions,1708,86,Challenged,Beauty & Skincare,12.25,Genius,5.15,Feeble,7.73,Feeble,14.47,Challenged
Hair Care & Color 2015,RjaBCddy,Deva Curl,9pnojXSren,86,Challenged,Hair Care,8.89,Average,8.92,Average,7.79,Challenged,14.17,Challenged
Hair Care & Color 2015,RjaBCddy,Miss Jessie's,MtrfLYmhFT,85,Challenged,Beauty & Skincare,6.26,Challenged,9.91,Gifted,11.19,Average,11.76,Feeble
Hair Care & Color 2015,RjaBCddy,Alberto VO5,1593,85,Challenged,Beauty & Skincare,8.32,Average,6.35,Challenged,9.1,Challenged,15.3,Challenged
Hair Care & Color 2015,RjaBCddy,Just For Men,1605,84,Challenged,Beauty & Skincare,2.76,Feeble,4.92,Feeble,11.06,Average,20.03,Gifted
Hair Care & Color 2015,RjaBCddy,Mizani,144,82,Challenged,Beauty & Skincare,4.63,Feeble,8.61,Average,9.57,Challenged,15.04,Challenged
Hair Care & Color 2015,RjaBCddy,Alterna,qu5DwBZjUI,82,Challenged,Hair Care,2.93,Feeble,8.25,Average,6.95,Feeble,19.79,Gifted
Hair Care & Color 2015,RjaBCddy,Nioxin,1609,81,Challenged,Beauty & Skincare,4.23,Feeble,6.94,Challenged,10.84,Average,15.59,Challenged
Hair Care & Color 2015,RjaBCddy,TONI & GUY Hair Meet Wardrobe,GCv6IhOpbo,81,Challenged,Hair Care,9.6,Gifted,9.36,Average,7.07,Feeble,11.43,Feeble
Hair Care & Color 2015,RjaBCddy,American Crew,1594,79,Challenged,Beauty & Skincare,6.38,Challenged,8.03,Average,8.26,Challenged,13.64,Challenged
Hair Care & Color 2015,RjaBCddy,Schwarzkopf,1614,79,Challenged,Beauty & Skincare,9.74,Gifted,9.98,Gifted,4.82,Feeble,11.92,Feeble
Hair Care & Color 2015,RjaBCddy,Rene Furterer,mxT5Om1WQO,78,Challenged,Hair Care,8.64,Average,6.92,Challenged,7.09,Feeble,13.32,Challenged
Hair Care & Color 2015,RjaBCddy,Phyto,Za2vVOZRl1,76,Challenged,Beauty & Skincare,2.35,Feeble,6.58,Challenged,6.54,Feeble,19.72,Gifted
Hair Care & Color 2015,RjaBCddy,TIGI Bed Head,1618,76,Challenged,Beauty & Skincare,5.93,Challenged,9.3,Average,4.3,Feeble,15.5,Challenged
Hair Care & Color 2015,RjaBCddy,Pravana,1687,73,Challenged,Beauty & Skincare,9.64,Gifted,10.43,Gifted,8.18,Challenged,5.43,Feeble
Hair Care & Color 2015,RjaBCddy,Softsheen-Carson,149,72,Challenged,Beauty & Skincare,8.61,Average,4.58,Feeble,10.04,Average,9.96,Feeble
Hair Care & Color 2015,RjaBCddy,ORS,xx07u1KFXE,67,Feeble,Beauty & Skincare,2.21,Feeble,8.66,Average,6.13,Feeble,13.81,Challenged
Hair Care & Color 2015,RjaBCddy,Zotos,KIVFBf9QZi,66,Feeble,Hair Care,1.15,Feeble,5.6,Feeble,5.41,Feeble,18.06,Average
Hair Care & Color 2015,RjaBCddy,got2b,1600,65,Feeble,Beauty & Skincare,8.08,Average,6.24,Challenged,4.62,Feeble,11.2,Feeble
Hair Care & Color 2015,RjaBCddy,Dr. Miracle's,GG4Jp9NekI,63,Feeble,Beauty & Skincare,5.66,Feeble,6.52,Challenged,3.75,Feeble,13.1,Challenged
Hair Care & Color 2015,RjaBCddy,Carita,WERhLnpdUg,57,Feeble,Beauty & Skincare,4.47,Feeble,0,Feeble,4.39,Feeble,17.53,Average
Hair Care & Color 2015,RjaBCddy,Avlon,fZxYIN7DG7,57,Feeble,Hair Care,5.42,Feeble,4.04,Feeble,5.23,Feeble,11.74,Feeble
Hair Care & Color 2015,RjaBCddy,KMS California,QOWBxyJ9YP,54,Feeble,Hair Care,4.57,Feeble,4.82,Feeble,5.43,Feeble,10,Feeble
Hair Care & Color 2015,RjaBCddy,Pert Plus,1611,53,Feeble,Beauty & Skincare,7.62,Average,2.59,Feeble,3.75,Feeble,10.3,Feeble
Hair Care & Color 2015,RjaBCddy,Selsun Blue,7jbS5OrDKF,47,Feeble,Hair Care,5.55,Feeble,0,Feeble,3.06,Feeble,13.2,Challenged
Hair Care & Color 2015,RjaBCddy,Infusium 23,1603,44,Feeble,Beauty & Skincare,5.48,Feeble,3.6,Feeble,4.55,Feeble,6.74,Feeble
Hair Care & Color 2015,RjaBCddy,Rave,wVaQtfCrNd,43,Feeble,Hair Care,6.31,Challenged,2.16,Feeble,5.09,Feeble,6.05,Feeble
Hair Care & Color 2015,RjaBCddy,White Rain,SHWHBKZdis,42,Feeble,Beauty & Skincare,8.63,Average,0.7,Feeble,5.92,Feeble,4.24,Feeble
Hair Care & Color 2015,RjaBCddy,FX Special Effects,eZwum5SZRR,28,Feeble,Hair Care,4.38,Feeble,0.5,Feeble,0.56,Feeble,7.44,Feeble
Home Care 2015,rEMYIN9L,Clorox,mTqrT7duWT,141,Genius,Consumer Packaged Goods,13.42,Gifted,8.42,Gifted,27.76,Genius,23.75,Gifted
Home Care 2015,rEMYIN9L,Tide,ji3ydL8uew,138,Gifted,Consumer Packaged Goods,10.93,Average,10.11,Genius,23.82,Genius,27.42,Genius
Home Care 2015,rEMYIN9L,Swiffer,OhT3n1cvDZ,131,Gifted,Consumer Packaged Goods,14.65,Genius,10.55,Genius,21.25,Gifted,21.94,Gifted
Home Care 2015,rEMYIN9L,Lysol,JG9qzf6AJ3,130,Gifted,Consumer Packaged Goods,13.78,Gifted,6.81,Average,22.99,Gifted,24.3,Gifted
Home Care 2015,rEMYIN9L,Gain,a66GJ7oG81,128,Gifted,Consumer Packaged Goods,15.75,Genius,9.89,Genius,20.18,Gifted,21.05,Gifted
Home Care 2015,rEMYIN9L,Charmin,LNk1TujwAn,127,Gifted,Consumer Packaged Goods,14.82,Genius,9.52,Genius,16.54,Average,25.63,Gifted
Home Care 2015,rEMYIN9L,Downy,yxpA4eKFzr,124,Gifted,Consumer Packaged Goods,14.2,Gifted,8.97,Gifted,18.13,Average,23.46,Gifted
Home Care 2015,rEMYIN9L,Bounty,m7BShS7FQh,123,Gifted,Consumer Packaged Goods,14.98,Genius,9.68,Genius,15.18,Average,24.46,Gifted
Home Care 2015,rEMYIN9L,Cottonelle,MAjikBaFR9,123,Gifted,Consumer Packaged Goods,15.09,Genius,6.75,Average,18.61,Gifted,23.66,Gifted
Home Care 2015,rEMYIN9L,Febreze,UMXTa2Gay0,122,Gifted,Personal Care,12.45,Gifted,10.44,Genius,17.39,Average,23.57,Gifted
Home Care 2015,rEMYIN9L,Glad,xeK9I8XwNX,122,Gifted,Consumer Packaged Goods,14.02,Gifted,6.25,Average,21.17,Gifted,22.2,Gifted
Home Care 2015,rEMYIN9L,Seventh Generation,myCfEypdwq,116,Gifted,Consumer Packaged Goods,7.64,Challenged,9.59,Genius,23.03,Gifted,20.24,Average
Home Care 2015,rEMYIN9L,Kleenex,X6Bgq676Z9,115,Gifted,Personal Care,5.9,Feeble,8.85,Gifted,20.97,Gifted,24.33,Gifted
Home Care 2015,rEMYIN9L,Ziploc,f52Aj64D4X,115,Gifted,Consumer Packaged Goods,9.64,Average,9.13,Gifted,21.25,Gifted,20.13,Average
Home Care 2015,rEMYIN9L,Quilted Northern,UCmBw8qnDJ,114,Gifted,Consumer Packaged Goods,13.19,Gifted,9.42,Genius,17.23,Average,19.73,Average
Home Care 2015,rEMYIN9L,Brawny,91n2JffoGo,113,Gifted,Consumer Packaged Goods,12.98,Gifted,9.31,Genius,15.55,Average,21.08,Gifted
Home Care 2015,rEMYIN9L,Glade,Z7rqPrf6Cw,113,Gifted,Consumer Packaged Goods,11.55,Gifted,10.36,Genius,19.85,Gifted,17.14,Average
Home Care 2015,rEMYIN9L,Arm & Hammer,lamTOYZgWV,113,Gifted,Personal Care,10.42,Average,6.51,Average,21.25,Gifted,20.53,Gifted
Home Care 2015,rEMYIN9L,Puffs,xS22SsqChc,113,Gifted,Personal Care,10.76,Average,8.76,Gifted,15.62,Average,24.09,Gifted
Home Care 2015,rEMYIN9L,Purex,kcLG4XyE44,112,Gifted,Consumer Packaged Goods,14.85,Genius,9.38,Genius,19.49,Gifted,14.72,Challenged
Home Care 2015,rEMYIN9L,Mrs. Meyer's Clean Day,ReWsY1Dbz3,111,Gifted,Consumer Packaged Goods,11.22,Average,10.9,Genius,19.4,Gifted,16.65,Average
Home Care 2015,rEMYIN9L,Scotch-Brite,NkJpEPCRra,108,Average,Consumer Packaged Goods,11.11,Average,7.27,Average,16.5,Average,21.43,Gifted
Home Care 2015,rEMYIN9L,Method,rMVWLWlNVm,107,Average,Personal Care,12.46,Gifted,7.59,Gifted,19.84,Gifted,16.07,Challenged
Home Care 2015,rEMYIN9L,Angel Soft,CvfYGBRKqu,107,Average,Consumer Packaged Goods,13.34,Gifted,7.92,Gifted,17.22,Average,17.58,Average
Home Care 2015,rEMYIN9L,Reynolds,SqSuFnbbCD,105,Average,Consumer Packaged Goods,9.73,Average,6.89,Average,20.2,Gifted,17.92,Average
Home Care 2015,rEMYIN9L,OxiClean,arhEOqx35r,105,Average,Consumer Packaged Goods,9.2,Challenged,7.82,Gifted,17.48,Average,20.44,Gifted
Home Care 2015,rEMYIN9L,Cascade,WmYK7mdocT,105,Average,Consumer Packaged Goods,11.99,Gifted,3.69,Feeble,14.83,Challenged,24.07,Gifted
Home Care 2015,rEMYIN9L,Air Wick,8Av5Om2zHD,104,Average,Consumer Packaged Goods,11.55,Gifted,8.44,Gifted,16.53,Average,17.74,Average
Home Care 2015,rEMYIN9L,Scott,sLv8WIbp1D,103,Average,Consumer Packaged Goods,9.93,Average,6.34,Average,18.2,Average,19.04,Average
Home Care 2015,rEMYIN9L,Finish,enc6fni5eE,102,Average,Consumer Packaged Goods,9.12,Challenged,5.77,Challenged,15.27,Average,23.11,Gifted
Home Care 2015,rEMYIN9L,Dawn,9tRCQGpLLq,102,Average,Consumer Packaged Goods,7.2,Feeble,9.84,Genius,15.75,Average,20.55,Gifted
Home Care 2015,rEMYIN9L,Dreft,PQFeBPx0v3,101,Average,Consumer Packaged Goods,12.2,Gifted,7.53,Gifted,14.92,Challenged,18.11,Average
Home Care 2015,rEMYIN9L,Mr. Clean,jg9U5veWK2,100,Average,Consumer Packaged Goods,8.94,Challenged,8.14,Gifted,18.16,Average,16.85,Average
Home Care 2015,rEMYIN9L,Sparkle,07OCmjQAmH,99,Average,Consumer Packaged Goods,11.47,Gifted,6.02,Average,13.43,Challenged,20.68,Gifted
Home Care 2015,rEMYIN9L,Green Works,UnA2Ha3tee,95,Average,Consumer Packaged Goods,12.46,Gifted,5.08,Challenged,16.63,Average,15.2,Challenged
Home Care 2015,rEMYIN9L,Bounce,M5dMcUqxDM,95,Average,Consumer Packaged Goods,12.19,Gifted,4.89,Challenged,13.63,Challenged,18.89,Average
Home Care 2015,rEMYIN9L,Viva,huJevgTpyk,92,Average,Consumer Packaged Goods,5.11,Feeble,6.06,Average,16.55,Average,20.24,Average
