study_name,study_id,brand_name,brand_id,diq,study_class,sector,raw_mobile_score,mobile_class,raw_social_score,social_class,raw_digital_mkting_score,digital_mkting_class,raw_site_score,site_class
China Personal Care 2015,LVL0r6as,Systema,HiO9uJpLUG,83,Challenged,Personal Care,2.29,Feeble,8.36,Challenged,4.21,Feeble,19.07,Average
China Personal Care 2015,LVL0r6as,GOO.N,bAmasmSHtx,80,Challenged,Consumer Packaged Goods,6.41,Average,7.51,Challenged,7.08,Average,11.74,Feeble
China Personal Care 2015,LVL0r6as,Maestro,49lgoGpTz0,79,Challenged,Personal Care,5.81,Average,10.13,Average,8.68,Gifted,7.56,Feeble
China Personal Care 2015,LVL0r6as,Schick,7zbOFIhGJt,77,Challenged,Personal Care,3.37,Feeble,8.1,Challenged,8.21,Average,11.94,Feeble
China Personal Care 2015,LVL0r6as,Laurier,NS6gnOWgzK,76,Challenged,Consumer Packaged Goods,5.74,Average,3.01,Feeble,5.18,Feeble,17.17,Average
China Personal Care 2015,LVL0r6as,Colgate,Qgf7DzCreS,76,Challenged,Personal Care,6.15,Average,2.84,Feeble,4.84,Feeble,17.22,Average
China Personal Care 2015,LVL0r6as,Mentholatum,CzqxeaD1b9,76,Challenged,Personal Care,5.13,Challenged,7.68,Challenged,3.59,Feeble,14.52,Challenged
China Personal Care 2015,LVL0r6as,Lynx,HhkorAicEb,76,Challenged,Personal Care,4.13,Challenged,7.69,Challenged,4.83,Feeble,14.23,Challenged
China Personal Care 2015,LVL0r6as,C&S,ASbsZi9b8L,76,Challenged,Personal Care,3.3,Feeble,9.98,Average,3.77,Feeble,13.99,Challenged
China Personal Care 2015,LVL0r6as,Zhong Hua,pCNZXBo1KB,75,Challenged,Personal Care,4.72,Challenged,7.5,Challenged,5.55,Challenged,13,Challenged
China Personal Care 2015,LVL0r6as,Space 7,jv6X2XeMZ6,74,Challenged,Personal Care,3.16,Feeble,9.07,Average,5.55,Challenged,12.33,Challenged
China Personal Care 2015,LVL0r6as,Saky,X3ZDZ45Tjo,72,Challenged,Personal Care,3.8,Feeble,6.39,Feeble,4.06,Feeble,15.27,Challenged
China Personal Care 2015,LVL0r6as,Mind Act Upon Mind,TDekemkh5e,69,Feeble,Personal Care,3.2,Feeble,6.26,Feeble,4.59,Feeble,14.23,Challenged
China Personal Care 2015,LVL0r6as,Degree / Rexona,75,68,Feeble,Personal Care,4.8,Challenged,6.27,Feeble,6.07,Challenged,10.46,Feeble
China Personal Care 2015,LVL0r6as,Herbal Essences,1602,67,Feeble,Hair Care,2.72,Feeble,9.26,Average,3.48,Feeble,12,Feeble
China Personal Care 2015,LVL0r6as,Ora2,DRKQBJLbyf,64,Feeble,Consumer Packaged Goods,1.22,Feeble,6.92,Challenged,3.23,Feeble,14.6,Challenged
China Personal Care 2015,LVL0r6as,Slek,7HKA5aQE2L,63,Feeble,Personal Care,6.62,Gifted,8.58,Challenged,4.08,Feeble,6.33,Feeble
China Personal Care 2015,LVL0r6as,Anerle Diapers,zOzCaBwKik,63,Feeble,Personal Care,3.32,Feeble,8.56,Challenged,2.56,Feeble,11.28,Feeble
China Personal Care 2015,LVL0r6as,May Flower,onLZP338PU,57,Feeble,Consumer Packaged Goods,2.52,Feeble,7.28,Challenged,2.86,Feeble,10.57,Feeble
China Personal Care 2015,LVL0r6as,Liushen,UBzUjPWa1J,57,Feeble,Personal Care,4.01,Feeble,5.48,Feeble,5.57,Challenged,8.1,Feeble
China Personal Care 2015,LVL0r6as,Hygienix,bUXc81EK7H,55,Feeble,Personal Care,1.88,Feeble,10.09,Average,2.81,Feeble,7.76,Feeble
China Personal Care 2015,LVL0r6as,Lesening,M8KEJrCwl8,54,Feeble,Personal Care,2.05,Feeble,6.87,Challenged,4.65,Feeble,8.42,Feeble
China Personal Care 2015,LVL0r6as,Liangmianzhen,l4pTfUkZsL,52,Feeble,Personal Care,2.58,Feeble,6.83,Challenged,5.04,Feeble,6.83,Feeble
China Personal Care 2015,LVL0r6as,Ryo,SVsoY6Qxw0,46,Feeble,Consumer Packaged Goods,4,Feeble,4.39,Feeble,2.91,Feeble,7.68,Feeble
China Personal Care 2015,LVL0r6as,Kleenex,X6Bgq676Z9,45,Feeble,Personal Care,2.19,Feeble,2.46,Feeble,1.12,Feeble,12.79,Challenged
China Personal Care 2015,LVL0r6as,Gatsby,kk4f6dgGE4,44,Feeble,Personal Care,2.82,Feeble,2.07,Feeble,3.22,Feeble,9.96,Feeble
China Personal Care 2015,LVL0r6as,Adidas Fragrance,cLvDBTs0h2,43,Feeble,Beauty & Skincare,1.95,Feeble,3.72,Feeble,0.58,Feeble,11.24,Feeble
China Personal Care 2015,LVL0r6as,Hazeline,CxDGimFdx1,42,Feeble,Consumer Packaged Goods,3.52,Feeble,2.24,Feeble,2.91,Feeble,8.65,Feeble
China Personal Care 2015,LVL0r6as,Heimei,I21rNQIANL,41,Feeble,Personal Care,1.58,Feeble,7.69,Challenged,2.34,Feeble,5.16,Feeble
China Personal Care 2015,LVL0r6as,Fa,WE7SZ8MXbQ,39,Feeble,Personal Care,1.68,Feeble,5.03,Feeble,0.51,Feeble,8.91,Feeble
China Personal Care 2015,LVL0r6as,Listerine,NPkODi7dBf,38,Feeble,Personal Care,1.39,Feeble,2.16,Feeble,3.01,Feeble,8.98,Feeble
China Personal Care 2015,LVL0r6as,Camay,Caj8MCoepX,35,Feeble,Personal Care,2.85,Feeble,2.24,Feeble,3.98,Feeble,5.18,Feeble
China Personal Care 2015,LVL0r6as,Bamboo Salt,pWoB6wF5Go,32,Feeble,Personal Care,1.04,Feeble,0.28,Feeble,0.24,Feeble,11.52,Feeble
China Personal Care 2015,LVL0r6as,Moony,kIiAcySs4H,29,Feeble,Personal Care,1.86,Feeble,0,Feeble,1.77,Feeble,8.02,Feeble
China Personal Care 2015,LVL0r6as,S-Dew,N6b9VeVJJw,23,Feeble,Personal Care,0.82,Feeble,0.81,Feeble,0.01,Feeble,7.88,Feeble
Consumer Electronics 2015,aRdv2l0S,Samsung,uv7hm1UEZn,140,Genius,Electronics,13.98,Gifted,5.8,Gifted,21.45,Genius,30.9,Genius
Consumer Electronics 2015,aRdv2l0S,Dell,t9vrUZ5vWH,138,Gifted,Electronics,15.35,Genius,5.9,Gifted,22.77,Genius,26.98,Gifted
Consumer Electronics 2015,aRdv2l0S,HP,h1HwDOE9dd,138,Gifted,Electronics,14.31,Gifted,6.6,Genius,22.51,Genius,27.45,Gifted
Consumer Electronics 2015,aRdv2l0S,Apple,dVDz4X9DJU,134,Gifted,Electronics,13.23,Gifted,6.24,Gifted,21.87,Genius,27.95,Gifted
Consumer Electronics 2015,aRdv2l0S,LG,l2px6G9Qd8,134,Gifted,Other,13.26,Gifted,5.69,Gifted,21.34,Genius,28.59,Gifted
Consumer Electronics 2015,aRdv2l0S,Canon,jH55cSeAIp,132,Gifted,Electronics,13.01,Gifted,6.43,Genius,18.84,Gifted,29.55,Gifted
Consumer Electronics 2015,aRdv2l0S,Nikon,48k2fJMh7z,128,Gifted,Electronics,12.88,Gifted,5.59,Gifted,19,Gifted,28.58,Gifted
Consumer Electronics 2015,aRdv2l0S,Sony,Dom52sk6z6,126,Gifted,Electronics,11.48,Average,6.8,Genius,21.11,Genius,25.62,Gifted
Consumer Electronics 2015,aRdv2l0S,SanDisk,zuSP8ib9Dk,122,Gifted,Electronics,12.49,Gifted,5.5,Gifted,16.79,Gifted,28.02,Gifted
Consumer Electronics 2015,aRdv2l0S,GoPro,WegUVQzTQv,120,Gifted,Electronics,12.99,Gifted,7.72,Genius,16.45,Gifted,24.74,Gifted
Consumer Electronics 2015,aRdv2l0S,Beats Electronics,jEUjE1TCSq,120,Gifted,Electronics,13.92,Gifted,7.12,Genius,16.61,Gifted,24.24,Gifted
Consumer Electronics 2015,aRdv2l0S,Epson,VhRg5CwBk3,119,Gifted,Electronics,12.98,Gifted,3.67,Challenged,18.46,Gifted,26.2,Gifted
Consumer Electronics 2015,aRdv2l0S,ASUS,hHUfSDSkI9,119,Gifted,Electronics,13.97,Gifted,6.24,Gifted,16.14,Gifted,25.01,Gifted
Consumer Electronics 2015,aRdv2l0S,Lenovo,TnUCawHy35,118,Gifted,Electronics,12.22,Gifted,5.58,Gifted,18.86,Gifted,24.24,Gifted
Consumer Electronics 2015,aRdv2l0S,Philips,YmPHGisOcY,117,Gifted,Personal Care,11.91,Gifted,6.32,Gifted,17.2,Gifted,24.77,Gifted
Consumer Electronics 2015,aRdv2l0S,Kenmore,aDyjddCIhS,117,Gifted,Other,11.36,Average,5.25,Gifted,15.05,Average,28.56,Gifted
Consumer Electronics 2015,aRdv2l0S,Acer,yNSFtMzSdY,116,Gifted,Electronics,12.56,Gifted,4.03,Challenged,18.24,Gifted,24.89,Gifted
Consumer Electronics 2015,aRdv2l0S,Bose,I2KaLHG5pB,114,Gifted,Electronics,15.21,Genius,5.75,Gifted,15.47,Average,22.34,Average
Consumer Electronics 2015,aRdv2l0S,Brother,ynauB2UcmP,114,Gifted,Electronics,11.5,Average,4.44,Average,17.97,Gifted,24.93,Gifted
Consumer Electronics 2015,aRdv2l0S,Western Digital,7pNkU3f6uD,111,Gifted,Electronics,10.59,Average,5.35,Gifted,14.91,Average,26.23,Gifted
Consumer Electronics 2015,aRdv2l0S,Intel,Tu0eelrGWF,111,Gifted,Electronics,12.78,Gifted,6.68,Genius,20.02,Gifted,17.56,Challenged
Consumer Electronics 2015,aRdv2l0S,Panasonic,wm8it0rBgm,110,Gifted,Electronics,12.71,Gifted,3.32,Challenged,17.69,Gifted,22.95,Average
Consumer Electronics 2015,aRdv2l0S,Amazon Kindle Fire,26C4T63z6z,110,Gifted,Electronics,11.93,Gifted,3.92,Challenged,17.9,Gifted,22.65,Average
Consumer Electronics 2015,aRdv2l0S,Seagate,LQm9o539Kh,109,Average,Electronics,12.99,Gifted,4.53,Average,14.28,Average,24.29,Gifted
Consumer Electronics 2015,aRdv2l0S,Motorola Mobility,VRMWVdBRNX,108,Average,Electronics,11.49,Average,5.91,Gifted,16.55,Gifted,21.61,Average
Consumer Electronics 2015,aRdv2l0S,Microsoft Surface Pro,Oc23ZNv8uI,108,Average,Electronics,11.98,Gifted,3.93,Challenged,16.05,Average,23.68,Average
Consumer Electronics 2015,aRdv2l0S,Toshiba,bEbF8p3O7j,107,Average,Electronics,9.27,Challenged,4.27,Average,19.25,Gifted,22.19,Average
Consumer Electronics 2015,aRdv2l0S,Vizio,zX6wJWpsaT,106,Average,Electronics,11.31,Average,3.96,Challenged,14.63,Average,24.74,Gifted
Consumer Electronics 2015,aRdv2l0S,GE Appliances,89mhCTN3BD,105,Average,Electronics,13.06,Gifted,4.82,Average,13.59,Average,22.81,Average
Consumer Electronics 2015,aRdv2l0S,Frigidaire,q1G7mQAmEA,101,Average,Other,10.99,Average,4.79,Average,12.22,Challenged,24.21,Gifted
Consumer Electronics 2015,aRdv2l0S,Whirlpool,k1LFnLMV1R,101,Average,Other,11.15,Average,4.69,Average,13.24,Average,23.14,Average
Consumer Electronics 2015,aRdv2l0S,Xerox,Pp8rejrUl0,101,Average,Electronics,11.29,Average,4.67,Average,16.67,Gifted,19.33,Challenged
Consumer Electronics 2015,aRdv2l0S,HTC,hIhXHC1T3p,100,Average,Electronics,8.95,Challenged,6.29,Gifted,17.44,Gifted,19.01,Challenged
Consumer Electronics 2015,aRdv2l0S,Crucial,EEVcUkvdL3,99,Average,Electronics,9.72,Average,4.97,Average,15.24,Average,21.28,Average
Consumer Electronics 2015,aRdv2l0S,Sonos,9TvaZjl5Pz,95,Average,Electronics,12.9,Gifted,4.88,Average,13.15,Challenged,18.02,Challenged
Consumer Electronics 2015,aRdv2l0S,Pioneer,SmmdLHPn1s,94,Average,Electronics,10.35,Average,3.86,Challenged,12.96,Challenged,21.29,Average
Consumer Electronics 2015,aRdv2l0S,Nexus,6IgR6O152J,93,Average,Electronics,10.01,Average,2.92,Feeble,18.82,Gifted,16.34,Challenged
Consumer Electronics 2015,aRdv2l0S,Kingston Technology,6tS18qaNK2,93,Average,Electronics,7.74,Challenged,4.77,Average,12.44,Challenged,22.86,Average
Consumer Electronics 2015,aRdv2l0S,Fujifilm,BGZpm7GIy1,89,Challenged,Electronics,7.98,Challenged,4.8,Average,12.46,Challenged,20.6,Average
Consumer Electronics 2015,aRdv2l0S,Sharp,aTtigLCQVo,88,Challenged,Electronics,8.93,Challenged,4.04,Challenged,12.76,Challenged,19.69,Average
Consumer Electronics 2015,aRdv2l0S,Yamaha,vP4WS3MNMb,88,Challenged,Electronics,7.43,Challenged,4.43,Average,12.59,Challenged,20.89,Average
Consumer Electronics 2015,aRdv2l0S,Maytag,ol270j86tS,87,Challenged,Other,10.85,Average,5.25,Gifted,9.31,Feeble,19.56,Average
Consumer Electronics 2015,aRdv2l0S,BlackBerry,1744,87,Challenged,Electronics,9.55,Average,4.97,Average,14.01,Average,16.42,Challenged
Consumer Electronics 2015,aRdv2l0S,OCZ Storage Solutions,oydiXd3mNI,87,Challenged,Electronics,9.17,Challenged,3.87,Challenged,11.93,Challenged,19.79,Average
Consumer Electronics 2015,aRdv2l0S,Skullcandy,mKmxk5K00h,86,Challenged,Electronics,9.46,Challenged,5.53,Gifted,13.67,Average,15.84,Challenged
Consumer Electronics 2015,aRdv2l0S,ViewSonic,shGf0hGAA0,86,Challenged,Electronics,9.49,Average,3.24,Challenged,11.68,Challenged,19.98,Average
Consumer Electronics 2015,aRdv2l0S,Klipsch,Dhig4alBo8,84,Challenged,Electronics,6.66,Feeble,4.7,Average,14.44,Average,17.48,Challenged
Consumer Electronics 2015,aRdv2l0S,Polk,f63VqHXljK,83,Challenged,Electronics,11.4,Average,3.45,Challenged,10.22,Feeble,17.86,Challenged
Consumer Electronics 2015,aRdv2l0S,PNY,c6afZ2MJ8p,80,Challenged,Electronics,7.36,Feeble,3.14,Feeble,9.34,Feeble,21.6,Average
Consumer Electronics 2015,aRdv2l0S,Lexmark,4CoJmmdwxS,75,Challenged,Electronics,7.32,Feeble,2.8,Feeble,9.94,Feeble,18.88,Challenged
Consumer Electronics 2015,aRdv2l0S,Transcend,qGuWfSO6Bq,72,Challenged,Electronics,8.26,Challenged,3.07,Feeble,12,Challenged,13.88,Feeble
Consumer Electronics 2015,aRdv2l0S,Konica Minolta,798,68,Feeble,Other,7.48,Challenged,3.64,Challenged,10.18,Feeble,13.76,Feeble
Consumer Electronics 2015,aRdv2l0S,NEC,gG5ROzHP8K,68,Feeble,Electronics,4.91,Feeble,2.45,Feeble,10.83,Challenged,16.73,Challenged
Consumer Electronics 2015,aRdv2l0S,Lexar,MQJYurs47Z,68,Feeble,Electronics,5.85,Feeble,4.83,Average,9.47,Feeble,14.81,Feeble
Consumer Electronics 2015,aRdv2l0S,Ricoh,wSPTrrneC5,62,Feeble,Electronics,6.75,Feeble,3.16,Feeble,7.15,Feeble,15.17,Challenged
Consumer Electronics 2015,aRdv2l0S,Insignia,EuVtG0prnZ,62,Feeble,Electronics,7.54,Challenged,0.93,Feeble,6.93,Feeble,16.48,Challenged
Consumer Electronics 2015,aRdv2l0S,Boston Acoustics,l5Wrwhp9J3,55,Feeble,Electronics,6.39,Feeble,0,Feeble,5.78,Feeble,16.39,Challenged
Consumer Electronics 2015,aRdv2l0S,Axiom,x4x80s1Hqo,41,Feeble,Electronics,5.08,Feeble,0.46,Feeble,5.51,Feeble,10.24,Feeble
Department Stores 2015,01awGXqn,Macy's,338,142,Genius,Retail,11.82,Gifted,6.88,Genius,24.39,Genius,29.85,Gifted
Department Stores 2015,01awGXqn,JCPenney,1242,141,Genius,Retail,13.35,Gifted,6.55,Genius,22.64,Genius,30.01,Gifted
Department Stores 2015,01awGXqn,Nordstrom,288,141,Genius,Retail,12.6,Gifted,7.3,Genius,23.65,Genius,28.84,Gifted
Department Stores 2015,01awGXqn,Kohl's,rVqz0FWTSP,139,Gifted,Retail,13.66,Gifted,7.44,Genius,24.23,Genius,26.18,Gifted
Department Stores 2015,01awGXqn,Bloomingdale's,555,131,Gifted,Retail,12.57,Gifted,5.69,Gifted,18.18,Gifted,30.78,Gifted
Department Stores 2015,01awGXqn,Neiman Marcus,334,130,Gifted,Retail,12.17,Gifted,6.05,Gifted,19.47,Gifted,29.06,Gifted
Department Stores 2015,01awGXqn,Saks Fifth Avenue,337,130,Gifted,Retail,13.1,Gifted,6.24,Gifted,18.24,Gifted,29.3,Gifted
Department Stores 2015,01awGXqn,Net-A-Porter,904,128,Gifted,Retail,13.54,Gifted,6.6,Genius,17.61,Gifted,27.88,Gifted
Department Stores 2015,01awGXqn,ASOS,347,128,Gifted,Retail,10.71,Average,6.66,Genius,22.42,Genius,26.01,Gifted
Department Stores 2015,01awGXqn,John Lewis,5EKa65qBIN,128,Gifted,Retail,10.99,Average,6.21,Gifted,18.8,Gifted,29.62,Gifted
Department Stores 2015,01awGXqn,Marks & Spencer,121,127,Gifted,Retail,11.01,Average,6.55,Genius,19.11,Gifted,28.37,Gifted
Department Stores 2015,01awGXqn,Sears,wsbXySepaE,125,Gifted,Retail,13,Gifted,4.68,Average,21.86,Genius,24.47,Average
Department Stores 2015,01awGXqn,YOOX,1145,121,Gifted,Retail,12.99,Gifted,5.13,Gifted,18.47,Gifted,25.57,Gifted
Department Stores 2015,01awGXqn,House of Fraser,739,119,Gifted,Retail,10.44,Average,5.4,Gifted,17.43,Gifted,27.88,Gifted
Department Stores 2015,01awGXqn,Debenhams,dbKPHhmS4N,118,Gifted,Retail,10.24,Average,4.9,Average,19.37,Gifted,25.67,Gifted
Department Stores 2015,01awGXqn,El Corte Inglͩs,649,116,Gifted,Retail,10.62,Average,5.63,Gifted,19.29,Gifted,24.21,Average
Department Stores 2015,01awGXqn,Sears Canada,lVmjb2qjGQ,113,Gifted,Retail,11.93,Gifted,4.52,Average,14.42,Average,26.6,Gifted
Department Stores 2015,01awGXqn,Belk,F9i1QU3xH7,112,Gifted,Retail,11.42,Gifted,6.15,Gifted,15.45,Gifted,24.54,Average
Department Stores 2015,01awGXqn,Mr. Porter,1530,110,Gifted,Retail,10.69,Average,5.09,Gifted,15.21,Average,25.65,Gifted
Department Stores 2015,01awGXqn,Harrods,469,110,Gifted,Retail,9.16,Average,6.64,Genius,17.22,Gifted,23.72,Average
Department Stores 2015,01awGXqn,Barneys New York,95,109,Average,Retail,11.56,Gifted,4.86,Average,14.32,Average,25.03,Average
Department Stores 2015,01awGXqn,Gilt Groupe,350,108,Average,Retail,12.53,Gifted,4.75,Average,15.07,Average,22.74,Average
Department Stores 2015,01awGXqn,Hyundai Department Stores,uTk95F9zRX,108,Average,Retail,20.33,Genius,1.92,Feeble,7.87,Feeble,26.45,Gifted
Department Stores 2015,01awGXqn,Galleria Department Store,6GCqQY4e5D,107,Average,Retail,16.55,Genius,1.62,Feeble,8.38,Feeble,29.41,Gifted
Department Stores 2015,01awGXqn,David Jones,p3QlFAhtHX,107,Average,Retail,9.35,Average,4.42,Average,13.29,Average,27.96,Gifted
Department Stores 2015,01awGXqn,Dillard's,pJAXNaay7U,105,Average,Retail,8.09,Challenged,4.68,Average,16.81,Gifted,24.31,Average
Department Stores 2015,01awGXqn,Bergdorf Goodman,548,104,Average,Retail,7.23,Challenged,6,Gifted,13.82,Average,26.5,Gifted
Department Stores 2015,01awGXqn,de Bijenkorf,UEAcfdqKGD,104,Average,Retail,10.72,Average,5.37,Gifted,12.42,Challenged,24.82,Average
Department Stores 2015,01awGXqn,Lord & Taylor,269,104,Average,Retail,11.18,Average,4.55,Average,14.67,Average,22.83,Average
Department Stores 2015,01awGXqn,Shinsegae,go9foQW5lt,102,Average,Retail,18.21,Genius,3.27,Challenged,8.83,Feeble,23.16,Average
Department Stores 2015,01awGXqn,Lotte Department Stores,rX4usGsK4Z,101,Average,Retail,12.06,Gifted,3.32,Challenged,10.25,Challenged,26.11,Gifted
Department Stores 2015,01awGXqn,Hudson's Bay,HQGevh2SEz,101,Average,Retail,9.03,Challenged,4.49,Average,16.31,Gifted,21.96,Average
Department Stores 2015,01awGXqn,Selfridges,471,101,Average,Retail,6.93,Feeble,5.17,Gifted,16.25,Gifted,23.96,Average
Department Stores 2015,01awGXqn,Lane Crawford,JZHlj3euHa,101,Average,Retail,10.54,Average,5.29,Gifted,11.75,Challenged,24.03,Average
Department Stores 2015,01awGXqn,Liberty,dWt4Lu4ISR,100,Average,Retail,7.11,Feeble,5.43,Gifted,13.17,Average,25.74,Gifted
Department Stores 2015,01awGXqn,Harvey Nichols,120,99,Average,Retail,8.36,Challenged,4.74,Average,15.39,Gifted,22.69,Average
Department Stores 2015,01awGXqn,Galeries Lafayette,425,97,Average,Retail,10.17,Average,4.92,Average,13.93,Average,20.82,Average
Department Stores 2015,01awGXqn,Brown Thomas,bHUajK5tOV,96,Average,Retail,9.56,Average,5.15,Gifted,10.97,Challenged,23.78,Average
Department Stores 2015,01awGXqn,Bon-Ton,ZO8USAu2Rg,94,Average,Retail,11.27,Gifted,3.64,Challenged,10.39,Challenged,22.56,Average
Department Stores 2015,01awGXqn,Myer,QbN7HUDJJs,93,Average,Retail,10.72,Average,5.2,Gifted,11.09,Challenged,20.76,Average
Department Stores 2015,01awGXqn,Century 21,1720,92,Average,Retail,10.16,Average,4.76,Average,11.22,Challenged,20.95,Average
Department Stores 2015,01awGXqn,Liverpool,YYCbJK79hs,90,Average,Retail,8.55,Challenged,5.29,Gifted,13.12,Average,19.19,Challenged
Department Stores 2015,01awGXqn,El Palacio de Hierro,84UcI19fsn,89,Challenged,Retail,8.1,Challenged,5.23,Gifted,11.54,Challenged,20.94,Average
Department Stores 2015,01awGXqn,Jelmoli,768,88,Challenged,Retail,7.46,Challenged,2.09,Feeble,12.51,Challenged,23.23,Average
Department Stores 2015,01awGXqn,Matsuzakaya,Uk6Qyf9vsc,83,Challenged,Retail,7.4,Challenged,1.93,Feeble,11.07,Challenged,21.87,Average
Department Stores 2015,01awGXqn,Galeria Kaufhof,pHSmogtnwH,81,Challenged,Retail,8.31,Challenged,3,Feeble,10.04,Challenged,19.86,Challenged
Department Stores 2015,01awGXqn,TSUM,4,81,Challenged,Retail,8.6,Challenged,2.22,Feeble,10.95,Challenged,19.7,Challenged
Department Stores 2015,01awGXqn,Kaufhaus des Westens (KaDeWe),786,79,Challenged,Retail,5.45,Feeble,3.47,Challenged,7.21,Feeble,24.43,Average
Department Stores 2015,01awGXqn,Mitsukoshi-Isetan,rHUj5WPLEo,79,Challenged,Retail,7.77,Challenged,3.92,Challenged,10.43,Challenged,18.33,Challenged
Department Stores 2015,01awGXqn,Printemps,950,78,Challenged,Retail,7.88,Challenged,2.48,Feeble,9.68,Feeble,19.92,Challenged
Department Stores 2015,01awGXqn,Von Maur,VFzWyUlqzb,70,Challenged,Retail,6.66,Feeble,2.67,Feeble,8.25,Feeble,18.36,Challenged
Department Stores 2015,01awGXqn,Le Bon Marchͩ,814,69,Feeble,Retail,3.91,Feeble,4.7,Average,7.9,Feeble,18.92,Challenged
Department Stores 2015,01awGXqn,Fenwick,sS2SAbCfn6,60,Feeble,Retail,10.2,Average,2.48,Feeble,6.69,Feeble,9.96,Feeble
Department Stores 2015,01awGXqn,Takashimaya,DLiU85q3vL,58,Feeble,Retail,6.29,Feeble,1.82,Feeble,11.19,Challenged,10.22,Feeble
Department Stores 2015,01awGXqn,Holt Renfrew,tOnnWK21Qo,56,Feeble,Retail,5.2,Feeble,5.44,Gifted,7.5,Feeble,10.59,Feeble
Department Stores 2015,01awGXqn,Daslu,1175,56,Feeble,Retail,9.08,Challenged,1.83,Feeble,4.18,Feeble,14.46,Feeble
Department Stores 2015,01awGXqn,La Rinascente,806,44,Feeble,Retail,5.73,Feeble,2.26,Feeble,5.46,Feeble,9.03,Feeble
Department Stores 2015,01awGXqn,GUM,PksB7NvJd4,39,Feeble,Retail,5.54,Feeble,0.77,Feeble,6.49,Feeble,6.6,Feeble
EU Beverages 2015,KPB2C2R7,Coca-Cola,1736,149,Genius,Consumer Packaged Goods,8.53,Genius,24.28,Genius,22.9,Genius,7.45,Gifted
EU Beverages 2015,KPB2C2R7,Red Bull,anQE87YUsv,146,Genius,Consumer Packaged Goods,7.78,Gifted,23.79,Genius,21.81,Genius,8.44,Genius
EU Beverages 2015,KPB2C2R7,Monster Energy,fC5JHonJDq,128,Gifted,Consumer Packaged Goods,4.04,Feeble,22.55,Gifted,20.71,Genius,7.09,Gifted
EU Beverages 2015,KPB2C2R7,Budweiser,1554,124,Gifted,Drinks,8.99,Genius,20.06,Gifted,17.38,Gifted,6.22,Gifted
EU Beverages 2015,KPB2C2R7,Diet Coke,IR5WotHtdZ,120,Gifted,Drinks,6.76,Gifted,18.47,Gifted,18.97,Gifted,6.72,Gifted
EU Beverages 2015,KPB2C2R7,Pepsi,1741,118,Gifted,Consumer Packaged Goods,6.45,Gifted,21.97,Gifted,15.27,Average,6.21,Gifted
EU Beverages 2015,KPB2C2R7,Heineken,1557,117,Gifted,Drinks,6.9,Gifted,22.26,Gifted,15.62,Average,4.98,Average
EU Beverages 2015,KPB2C2R7,Lucozade,edyZ0kSIZH,116,Gifted,Drinks,3.76,Feeble,19.35,Gifted,19.79,Gifted,6.3,Gifted
EU Beverages 2015,KPB2C2R7,Pepsi Max,1742,114,Gifted,Consumer Packaged Goods,5.69,Average,20.98,Gifted,16.46,Gifted,5.36,Average
EU Beverages 2015,KPB2C2R7,Rockstar Energy,nGnwFZ4jXG,113,Gifted,Drinks,7.16,Gifted,20.61,Gifted,13.97,Average,6.11,Gifted
EU Beverages 2015,KPB2C2R7,Gatorade,YbLIvMAm1o,110,Gifted,Drinks,7.54,Gifted,17.48,Average,17.02,Gifted,4.66,Challenged
EU Beverages 2015,KPB2C2R7,Coca-Cola Zero,W0EahLPa5m,109,Average,Drinks,7.63,Gifted,16.14,Average,15.74,Average,6.8,Gifted
EU Beverages 2015,KPB2C2R7,Carling,PQOal9waLO,108,Average,Drinks,7.56,Gifted,16.46,Average,17.24,Gifted,4.36,Challenged
EU Beverages 2015,KPB2C2R7,Carlsberg,5L7KocnDZg,108,Average,Drinks,7.49,Gifted,18.63,Gifted,14.04,Average,5.6,Average
EU Beverages 2015,KPB2C2R7,Mahou,4B4J1SjPvS,107,Average,Drinks,7.99,Gifted,17.68,Average,15.27,Average,4.29,Challenged
EU Beverages 2015,KPB2C2R7,Lipton,D5sjS0fNYe,107,Average,Food,5.08,Challenged,21.28,Gifted,12.39,Challenged,6.67,Gifted
EU Beverages 2015,KPB2C2R7,Estrella Damm,848WuMlLfR,104,Average,Drinks,3.87,Feeble,20.21,Gifted,15.45,Average,4.72,Challenged
EU Beverages 2015,KPB2C2R7,Warsteiner,1hHLDVGLCV,103,Average,Drinks,4.14,Challenged,15.5,Average,18.76,Gifted,5.47,Average
EU Beverages 2015,KPB2C2R7,Stella Artois,1562,102,Average,Drinks,4.12,Challenged,19.89,Gifted,13.41,Average,6,Gifted
EU Beverages 2015,KPB2C2R7,Schweppes,oVWOUadXYz,102,Average,Drinks,4.61,Challenged,14.29,Challenged,17.89,Gifted,6.36,Gifted
EU Beverages 2015,KPB2C2R7,Guinness,1684,100,Average,Drinks,3.88,Feeble,19.08,Gifted,13.89,Average,5.75,Average
EU Beverages 2015,KPB2C2R7,Sprite,JZo4Yr1bv2,99,Average,Drinks,5.02,Challenged,19.58,Gifted,12.88,Challenged,4.58,Challenged
EU Beverages 2015,KPB2C2R7,Kronenbourg,yX6kpfmru6,97,Average,Drinks,7.33,Gifted,12.56,Challenged,16.13,Gifted,5.06,Average
EU Beverages 2015,KPB2C2R7,Krombacher,dNeWnxFTUx,96,Average,Drinks,5.48,Average,13.67,Challenged,15.42,Average,6.26,Gifted
