url_id	category	fact_date	brand	overall_score_365	overall_score_90	overall_score_30	overall_score_14	overall_score_7	overall_score_1
1914	Women's Coats, Jackets & Vests	2017-07-01	32 Degrees	0.69387667	0.503565741	0.416777778	0.615464286	0.499571429	0.871
1914	Women's Coats, Jackets & Vests	2017-07-01	4HOW	0.872724501	0.846259259	0.900333333	2.090761905		
1914	Women's Coats, Jackets & Vests	2017-07-01	ACEFAST INC	1.548264387	1.584503704				
1914	Women's Coats, Jackets & Vests	2017-07-01	ACEVOG	0.749010684	0.776645852	0.663111111	0.638	1.575571429	
1914	Women's Coats, Jackets & Vests	2017-07-01	AMC	0.325246439	0.32687037	0.104333333			
1914	Women's Coats, Jackets & Vests	2017-07-01	ANGVNS	5.051639946	5.534295359	5.755968254	5.119083333	3.91987619	5.896
1914	Women's Coats, Jackets & Vests	2017-07-01	ASICS	0.679031339	0.680740741				
1914	Women's Coats, Jackets & Vests	2017-07-01	AVIDACE	0.750950997	0.57962963				
1914	Women's Coats, Jackets & Vests	2017-07-01	Aircee	1.082117933	1.09708206	0.984525253	1.158849206	1.2915	
1914	Women's Coats, Jackets & Vests	2017-07-01	Alafen	0.76113826	0.789856209	0.90475	1.163121693	1.278730159	1.407
1914	Women's Coats, Jackets & Vests	2017-07-01	Allegra K	5.189649725	5.394498403	4.871849403	3.537041005		
1914	Women's Coats, Jackets & Vests	2017-07-01	AmeriMark	1.064854131	1.100837037	1.432230769	1.923659341	1.971714286	2.01
1914	Women's Coats, Jackets & Vests	2017-07-01	Andrew Marc	0.953028405	0.636439815				
1914	Women's Coats, Jackets & Vests	2017-07-01	Anne Klein	1.588951567					
1914	Women's Coats, Jackets & Vests	2017-07-01	Annflat	1.365735193	0.57962963				
1914	Women's Coats, Jackets & Vests	2017-07-01	Apparel No. 5	1.355572868	1.447949507	0.400166667	0.096071429		
1914	Women's Coats, Jackets & Vests	2017-07-01	Aro Lora	1.063618234					
1914	Women's Coats, Jackets & Vests	2017-07-01	Artfasion	2.35661032	1.688512346	0.779777778			
1914	Women's Coats, Jackets & Vests	2017-07-01	Auliné Collection	0.171182336					
1914	Women's Coats, Jackets & Vests	2017-07-01	Awesome21	0.619995442	0.627693957	0.793365079	0.288380952	0.307428571	
1914	Women's Coats, Jackets & Vests	2017-07-01	B and C	0.44137037	0.442481481				
1914	Women's Coats, Jackets & Vests	2017-07-01	BCBGMAXAZRIA	0.679031339	0.680740741				
1914	Women's Coats, Jackets & Vests	2017-07-01	BEKDO	2.447437506	2.778910256	3.760933333	3.694571429	3.541428571	4.288
1914	Women's Coats, Jackets & Vests	2017-07-01	BEKTOME	0.769466459	0.789124579	1.004333333	1.062944444	1.4484	2.412
1914	Women's Coats, Jackets & Vests	2017-07-01	Betsey Johnson	0.271612536					
1914	Women's Coats, Jackets & Vests	2017-07-01	Bienvenu	0.645079772	0.646703704				
1914	Women's Coats, Jackets & Vests	2017-07-01	Bifast	0.169757835	0.170185185	0.173888889	0.180238095	0.192142857	0.335
1914	Women's Coats, Jackets & Vests	2017-07-01	Big Chill	1.677586895					
1914	Women's Coats, Jackets & Vests	2017-07-01	Black Diamond	1.139205128	1.53112963				
1914	Women's Coats, Jackets & Vests	2017-07-01	Blue Age	1.795554843	1.845212963	2.275583333	3.079922078	4.096571429	4.757
1914	Women's Coats, Jackets & Vests	2017-07-01	CHAREX	3.185256817	3.641398257	4.317033333	3.895571429	4.039142857	3.819
1914	Women's Coats, Jackets & Vests	2017-07-01	CHERRY CHICK	0.881335368	0.896121693	0.894055556	1.157514286	1.459895238	
1914	Women's Coats, Jackets & Vests	2017-07-01	CIOR	2.626422398	1.984264177	1.252			
1914	Women's Coats, Jackets & Vests	2017-07-01	Califul	0.494806268	0.498481481	0.305055556			
1914	Women's Coats, Jackets & Vests	2017-07-01	Calvin Klein	0.884363706	0.945555556	0.886083333	1.006634921	0.384285714	
1914	Women's Coats, Jackets & Vests	2017-07-01	CampCo	1.084866097	1.100592593	1.236888889	1.189571429		
1914	Women's Coats, Jackets & Vests	2017-07-01	Caracilia	0.509442409	1.021111111				
1914	Women's Coats, Jackets & Vests	2017-07-01	Carhartt	0.641485426	0.272296296				
1914	Women's Coats, Jackets & Vests	2017-07-01	Cekaso	0.461183048	0.034037037				
1914	Women's Coats, Jackets & Vests	2017-07-01	Champion	1.622841799	1.757677441	2.603273504	3.833357143	3.426571429	3.015
1914	Women's Coats, Jackets & Vests	2017-07-01	Charles River Apparel	6.412229917	6.482980576	6.522414815	6.530034014	6.541931973	6.499
