url_id,category,fact_date,brand,overall_score_365,overall_score_90,overall_score_30,overall_score_14,overall_score_7,overall_score_1
3711,Women's Socks & Hosiery,2017-06-30,ADFOLF,1.809,1.809,1.809,1.809,1.809,1.809
3711,Women's Socks & Hosiery,2017-06-30,ASICS,1.9594,1.9594,1.9594,1.9594,1.9594,1.9594
3711,Women's Socks & Hosiery,2017-06-30,Airstep Socks,1.1658,1.1658,1.1658,1.1658,1.1658,1.1658
3711,Women's Socks & Hosiery,2017-06-30,Angelina,1.111,1.111,1.111,1.111,1.111,1.111
3711,Women's Socks & Hosiery,2017-06-30,Athletic Socks,0.1407,0.1407,0.1407,0.1407,0.1407,0.1407
3711,Women's Socks & Hosiery,2017-06-30,BEAR MUM,0.5628,0.5628,0.5628,0.5628,0.5628,0.5628
3711,Women's Socks & Hosiery,2017-06-30,Balega,2.02,2.02,2.02,2.02,2.02,2.02
3711,Women's Socks & Hosiery,2017-06-30,Bambu,1.4472,1.4472,1.4472,1.4472,1.4472,1.4472
3711,Women's Socks & Hosiery,2017-06-30,Bepo,0.4221,0.4221,0.4221,0.4221,0.4221,0.4221
3711,Women's Socks & Hosiery,2017-06-30,Berkshire,0.5427,0.5427,0.5427,0.5427,0.5427,0.5427
3711,Women's Socks & Hosiery,2017-06-30,Capezio,1.8067,1.8067,1.8067,1.8067,1.8067,1.8067
3711,Women's Socks & Hosiery,2017-06-30,Chalier,0.9447,0.9447,0.9447,0.9447,0.9447,0.9447
3711,Women's Socks & Hosiery,2017-06-30,Champion,1.3938,1.3938,1.3938,1.3938,1.3938,1.3938
3711,Women's Socks & Hosiery,2017-06-30,CoCozy,0.3417,0.3417,0.3417,0.3417,0.3417,0.3417
3711,Women's Socks & Hosiery,2017-06-30,Dani's Choice,0.402,0.402,0.402,0.402,0.402,0.402
3711,Women's Socks & Hosiery,2017-06-30,Darn Tough,0.8643,0.8643,0.8643,0.8643,0.8643,0.8643
3711,Women's Socks & Hosiery,2017-06-30,Dickies,0.8442,0.8442,0.8442,0.8442,0.8442,0.8442
3711,Women's Socks & Hosiery,2017-06-30,Different Touch,0.8241,0.8241,0.8241,0.8241,0.8241,0.8241
3711,Women's Socks & Hosiery,2017-06-30,Dr. Motion,1.4271,1.4271,1.4271,1.4271,1.4271,1.4271
3711,Women's Socks & Hosiery,2017-06-30,Dr. Scholl's,0.7638,0.7638,0.7638,0.7638,0.7638,0.7638
3711,Women's Socks & Hosiery,2017-06-30,Eedor,1.9899,1.9899,1.9899,1.9899,1.9899,1.9899
3711,Women's Socks & Hosiery,2017-06-30,HASLRA,0.1608,0.1608,0.1608,0.1608,0.1608,0.1608
3711,Women's Socks & Hosiery,2017-06-30,HUE,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809
3711,Women's Socks & Hosiery,2017-06-30,Hanes,1.9383,1.9383,1.9383,1.9383,1.9383,1.9383
3711,Women's Socks & Hosiery,2017-06-30,Hippih,1.7688,1.7688,1.7688,1.7688,1.7688,1.7688
3711,Women's Socks & Hosiery,2017-06-30,I&S,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226
3711,Women's Socks & Hosiery,2017-06-30,Injinji,0.201,0.201,0.201,0.201,0.201,0.201
3711,Women's Socks & Hosiery,2017-06-30,Just My Size,0.0402,0.0402,0.0402,0.0402,0.0402,0.0402
3711,Women's Socks & Hosiery,2017-06-30,K. Bell Socks,0.4422,0.4422,0.4422,0.4422,0.4422,0.4422
3711,Women's Socks & Hosiery,2017-06-30,L&ZZ,1.7085,1.7085,1.7085,1.7085,1.7085,1.7085
3711,Women's Socks & Hosiery,2017-06-30,L'eggs,1.8676,1.8676,1.8676,1.8676,1.8676,1.8676
3711,Women's Socks & Hosiery,2017-06-30,Leg Avenue,1.2524,1.2524,1.2524,1.2524,1.2524,1.2524
3711,Women's Socks & Hosiery,2017-06-30,Losa Kute,0.0603,0.0603,0.0603,0.0603,0.0603,0.0603
3711,Women's Socks & Hosiery,2017-06-30,Moochi,0.9045,0.9045,0.9045,0.9045,0.9045,0.9045
3711,Women's Socks & Hosiery,2017-06-30,NIKE,1.4673,1.4673,1.4673,1.4673,1.4673,1.4673
3711,Women's Socks & Hosiery,2017-06-30,NO DATA,1.5554,1.5554,1.5554,1.5554,1.5554,1.5554
3711,Women's Socks & Hosiery,2017-06-30,Ndoobiy,1.7487,1.7487,1.7487,1.7487,1.7487,1.7487
3711,Women's Socks & Hosiery,2017-06-30,No Nonsense,1.313,1.313,1.313,1.313,1.313,1.313
3711,Women's Socks & Hosiery,2017-06-30,OSABASA,1.9296,1.9296,1.9296,1.9296,1.9296,1.9296
3711,Women's Socks & Hosiery,2017-06-30,PEDS,1.9796,1.9796,1.9796,1.9796,1.9796,1.9796
3711,Women's Socks & Hosiery,2017-06-30,PUMA,1.7372,1.7372,1.7372,1.7372,1.7372,1.7372
3711,Women's Socks & Hosiery,2017-06-30,RONNOX,1.2663,1.2663,1.2663,1.2663,1.2663,1.2663
3711,Women's Socks & Hosiery,2017-06-30,Rahabsox,1.2864,1.2864,1.2864,1.2864,1.2864,1.2864
3711,Women's Socks & Hosiery,2017-06-30,SEOULSTORY7,1.6362,1.6362,1.6362,1.6362,1.6362,1.6362
3711,Women's Socks & Hosiery,2017-06-30,Shashi,0.5025,0.5025,0.5025,0.5025,0.5025,0.5025
3711,Women's Socks & Hosiery,2017-06-30,Sheec,0.3636,0.3636,0.3636,0.3636,0.3636,0.3636
3711,Women's Socks & Hosiery,2017-06-30,SmartWool,1.3332,1.3332,1.3332,1.3332,1.3332,1.3332
3711,Women's Socks & Hosiery,2017-06-30,Snoozies,1.1457,1.1457,1.1457,1.1457,1.1457,1.1457
3711,Women's Socks & Hosiery,2017-06-30,SoxEra,1.0854,1.0854,1.0854,1.0854,1.0854,1.0854
3711,Women's Socks & Hosiery,2017-06-30,Stomper Joe,1.4948,1.4948,1.4948,1.4948,1.4948,1.4948
3711,Women's Socks & Hosiery,2017-06-30,Swiftwick,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201
3711,Women's Socks & Hosiery,2017-06-30,Teeheesocks,1.6564,1.6564,1.6564,1.6564,1.6564,1.6564
3711,Women's Socks & Hosiery,2017-06-30,Thirty 48,1.1312,1.1312,1.1312,1.1312,1.1312,1.1312
3711,Women's Socks & Hosiery,2017-06-30,Tipi Toe,1.8879,1.8879,1.8879,1.8879,1.8879,1.8879
3711,Women's Socks & Hosiery,2017-06-30,ToBeInStyle,0.5829,0.5829,0.5829,0.5829,0.5829,0.5829
3711,Women's Socks & Hosiery,2017-06-30,Under Armour,1.919,1.919,1.919,1.919,1.919,1.919
3711,Women's Socks & Hosiery,2017-06-30,Vero Monte,1.3736,1.3736,1.3736,1.3736,1.3736,1.3736
3711,Women's Socks & Hosiery,2017-06-30,YSense,1.206,1.206,1.206,1.206,1.206,1.206
3711,Women's Socks & Hosiery,2017-06-30,YuEdge,1.0706,1.0706,1.0706,1.0706,1.0706,1.0706
3711,Women's Socks & Hosiery,2017-06-30,Zando,1.0452,1.0452,1.0452,1.0452,1.0452,1.0452
3711,Women's Socks & Hosiery,2017-06-30,adidas,1.9082,1.9082,1.9082,1.9082,1.9082,1.9082
3711,Women's Socks & Hosiery,2017-06-30,toesox,0.1005,0.1005,0.1005,0.1005,0.1005,0.1005
3711,Women's Socks & Hosiery,2017-07-01,ADFOLF,1.809,1.809,1.809,1.809,1.809,1.809
3711,Women's Socks & Hosiery,2017-07-01,ASICS,1.9594,1.9594,1.9594,1.9594,1.9594,1.9594
3711,Women's Socks & Hosiery,2017-07-01,Airstep Socks,1.2462,1.2462,1.2462,1.2462,1.2462,1.3266
3711,Women's Socks & Hosiery,2017-07-01,Angelina,1.3433,1.3433,1.3433,1.3433,1.3433,1.5756
3711,Women's Socks & Hosiery,2017-07-01,Athletic Socks,0.3618,0.3618,0.3618,0.3618,0.3618,0.5829
3711,Women's Socks & Hosiery,2017-07-01,BEAR MUM,0.43215,0.43215,0.43215,0.43215,0.43215,0.3015
3711,Women's Socks & Hosiery,2017-07-01,Balega,2.025,2.025,2.025,2.025,2.025,2.03
3711,Women's Socks & Hosiery,2017-07-01,Bambu,1.4874,1.4874,1.4874,1.4874,1.4874,1.5276
3711,Women's Socks & Hosiery,2017-07-01,Bepo,0.3417,0.3417,0.3417,0.3417,0.3417,0.2613
3711,Women's Socks & Hosiery,2017-07-01,Berkshire,0.37185,0.37185,0.37185,0.37185,0.37185,0.201
3711,Women's Socks & Hosiery,2017-07-01,Capezio,1.7415,1.7415,1.7415,1.7415,1.7415,1.6766
3711,Women's Socks & Hosiery,2017-07-01,Chalier,0.8241,0.8241,0.8241,0.8241,0.8241,0.7035
3711,Women's Socks & Hosiery,2017-07-01,Champion,1.4342,1.4342,1.4342,1.4342,1.4342,1.4746
3711,Women's Socks & Hosiery,2017-07-01,CoCozy,0.1809,0.1809,0.1809,0.1809,0.1809,0.0201
3711,Women's Socks & Hosiery,2017-07-01,Dani's Choice,0.41205,0.41205,0.41205,0.41205,0.41205,0.4221
3711,Women's Socks & Hosiery,2017-07-01,Darn Tough,0.49245,0.49245,0.49245,0.49245,0.49245,0.1206
3711,Women's Socks & Hosiery,2017-07-01,Dickies,0.9648,0.9648,0.9648,0.9648,0.9648,1.0854
3711,Women's Socks & Hosiery,2017-07-01,Different Touch,0.9246,0.9246,0.9246,0.9246,0.9246,1.0251
3711,Women's Socks & Hosiery,2017-07-01,Dr. Motion,1.31655,1.31655,1.31655,1.31655,1.31655,1.206
3711,Women's Socks & Hosiery,2017-07-01,Dr. Scholl's,0.7035,0.7035,0.7035,0.7035,0.7035,0.6432
3711,Women's Socks & Hosiery,2017-07-01,Eedor,1.9899,1.9899,1.9899,1.9899,1.9899,1.9899
3711,Women's Socks & Hosiery,2017-07-01,Gold Toe,0.2567,0.2567,0.2567,0.2567,0.2567,0.3417
3711,Women's Socks & Hosiery,2017-07-01,HASLRA,0.15075,0.15075,0.15075,0.15075,0.15075,0.1407
3711,Women's Socks & Hosiery,2017-07-01,HUE,0.1359,0.1359,0.1359,0.1359,0.1359,
3711,Women's Socks & Hosiery,2017-07-01,Hanes,1.9398,1.9398,1.9398,1.9398,1.9398,1.9412
3711,Women's Socks & Hosiery,2017-07-01,Hippih,1.742975,1.742975,1.742975,1.742975,1.742975,1.717
3711,Women's Socks & Hosiery,2017-07-01,I&S,0.35175,0.35175,0.35175,0.35175,0.35175,0.1809
3711,Women's Socks & Hosiery,2017-07-01,Injinji,0.151,0.151,0.151,0.151,0.151,
3711,Women's Socks & Hosiery,2017-07-01,JJMax,0.0453,0.0453,0.0453,0.0453,0.0453,0.0603
3711,Women's Socks & Hosiery,2017-07-01,Just My Size,0.0302,0.0302,0.0302,0.0302,0.0302,
