url_id,category,fact_date,brand,overall_score_365,overall_score_90,overall_score_30,overall_score_14,overall_score_7,overall_score_1
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,ADFOLF,1.5879,1.5879,1.5879,1.5879,1.5879,1.5879
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,ADOREJOY,0.8442,0.8442,0.8442,0.8442,0.8442,0.8442
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,AKAMC,0.3015,0.3015,0.3015,0.3015,0.3015,0.3015
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Aedo,0.8241,0.8241,0.8241,0.8241,0.8241,0.8241
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Avidlove,1.1055,1.1055,1.1055,1.1055,1.1055,1.1055
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Bali,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Bali Designs,1.6849,1.6849,1.6849,1.6849,1.6849,1.6849
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Besteamer,1.5075,1.5075,1.5075,1.5075,1.5075,1.5075
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Braza,1.717,1.717,1.717,1.717,1.717,1.717
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,CYZ Collection,0.7638,0.7638,0.7638,0.7638,0.7638,0.7638
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Cabales,1.3467,1.3467,1.3467,1.3467,1.3467,1.3467
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Calvin Klein,1.5756,1.5756,1.5756,1.5756,1.5756,1.5756
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Camellias Corsets,1.414,1.414,1.414,1.414,1.414,1.414
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Champion,1.5276,1.5276,1.5276,1.5276,1.5276,1.5276
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Chongerfei,1.4673,1.4673,1.4673,1.4673,1.4673,1.4673
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,CooShco,0.5628,0.5628,0.5628,0.5628,0.5628,0.5628
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,DILANNI,1.4874,1.4874,1.4874,1.4874,1.4874,1.4874
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Eleady,1.0452,1.0452,1.0452,1.0452,1.0452,1.0452
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,FIRM ABS,0.6834,0.6834,0.6834,0.6834,0.6834,0.6834
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,FITTIN,0.5427,0.5427,0.5427,0.5427,0.5427,0.5427
3645,"Women's Lingerie, Sleep & Lounge",2017-06-30,Fashion Forms,0.9246,0.9246,0.9246,0.9246,0.9246,0.9246
