url_id,category,fact_date,brand,overall_score_365,overall_score_90,overall_score_30,overall_score_14,overall_score_7,overall_score_1
1956,Hair Care Products,2017-03-03,AMERICAN CREW,1.4746,1.4746,1.4746,1.4746,1.4746,1.4746
1956,Hair Care Products,2017-03-03,Andis,0.8282,0.8282,0.8282,0.8282,0.8282,0.8282
1956,Hair Care Products,2017-03-03,Aquaphor,0.3618,0.3618,0.3618,0.3618,0.3618,0.3618
1956,Hair Care Products,2017-03-03,Aria Starr Beauty,0.6432,0.6432,0.6432,0.6432,0.6432,0.6432
1956,Hair Care Products,2017-03-03,ArtNaturals,0.6868,0.6868,0.6868,0.6868,0.6868,0.6868
1956,Hair Care Products,2017-03-03,Arvazallia,1.2261,1.2261,1.2261,1.2261,1.2261,1.2261
1956,Hair Care Products,2017-03-03,Batiste,1.6849,1.6849,1.6849,1.6849,1.6849,1.6849
1956,Hair Care Products,2017-03-03,Baxter of California,0.4422,0.4422,0.4422,0.4422,0.4422,0.4422
1956,Hair Care Products,2017-03-03,Bed Head,1.7487,1.7487,1.7487,1.7487,1.7487,1.7487
1956,Hair Care Products,2017-03-03,Biolage,1.2663,1.2663,1.2663,1.2663,1.2663,1.2663
1956,Hair Care Products,2017-03-03,Braun,0.8484,0.8484,0.8484,0.8484,0.8484,0.8484
1956,Hair Care Products,2017-03-03,Clairol,1.5477,1.5477,1.5477,1.5477,1.5477,1.5477
1956,Hair Care Products,2017-03-03,Conair,2.06,2.06,2.06,2.06,2.06,2.06
1956,Hair Care Products,2017-03-03,Crave Naturals,1.005,1.005,1.005,1.005,1.005,1.005
1956,Hair Care Products,2017-03-03,DevaCurl,0.3819,0.3819,0.3819,0.3819,0.3819,0.3819
1956,Hair Care Products,2017-03-03,Equinox International,0.1206,0.1206,0.1206,0.1206,0.1206,0.1206
1956,Hair Care Products,2017-03-03,Fairy Tales,1.7688,1.7688,1.7688,1.7688,1.7688,1.7688
1956,Hair Care Products,2017-03-03,Fanola,0.5829,0.5829,0.5829,0.5829,0.5829,0.5829
1956,Hair Care Products,2017-03-03,HSI PROFESSIONAL,1.9392,1.9392,1.9392,1.9392,1.9392,1.9392
1956,Hair Care Products,2017-03-03,Head & Shoulders,0.804,0.804,0.804,0.804,0.804,0.804
1956,Hair Care Products,2017-03-03,Herbal Essences,0.606,0.606,0.606,0.606,0.606,0.606
1956,Hair Care Products,2017-03-03,Hot Tools,0.0804,0.0804,0.0804,0.0804,0.0804,0.0804
1956,Hair Care Products,2017-03-03,It's a 10 Haircare,1.4544,1.4544,1.4544,1.4544,1.4544,1.4544
1956,Hair Care Products,2017-03-03,John Frieda,1.6482,1.6482,1.6482,1.6482,1.6482,1.6482
1956,Hair Care Products,2017-03-03,Just for Men,1.206,1.206,1.206,1.206,1.206,1.206
1956,Hair Care Products,2017-03-03,Kenra,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251
1956,Hair Care Products,2017-03-03,Kenz Laurenz,1.407,1.407,1.407,1.407,1.407,1.407
1956,Hair Care Products,2017-03-03,Kiloline,0.4221,0.4221,0.4221,0.4221,0.4221,0.4221
1956,Hair Care Products,2017-03-03,Kirkland Signature,1.5276,1.5276,1.5276,1.5276,1.5276,1.5276
