url_id	category	fact_date	brand	overall_score_365	overall_score_90	overall_score_30	overall_score_14	overall_score_7	overall_score_1
3583	Women's Fashion	2017-07-01	90 Degree By Reflex	6.48	6.48	6.48	6.48	6.48	6.563666667
3583	Women's Fashion	2017-07-01	ACEFAST INC	2.2445	2.2445	2.2445	2.2445	2.2445	1.809
3583	Women's Fashion	2017-07-01	ALEADER	3.568666667	3.568666667	3.568666667	3.568666667	3.568666667	3.434
3583	Women's Fashion	2017-07-01	ASICS	4.477666667	4.477666667	4.477666667	4.477666667	4.477666667	4.848
3583	Women's Fashion	2017-07-01	AUSELILY	5.4605	5.4605	5.4605	5.4605	5.4605	5.427
3583	Women's Fashion	2017-07-01	Aleumdr	4.5895	4.5895	4.5895	4.5895	4.5895	4.154
3583	Women's Fashion	2017-07-01	Amourri	2.479	2.479	2.479	2.479	2.479	2.68
3583	Women's Fashion	2017-07-01	Angerella	1.064	1.064	1.064	1.064	1.064	1.414
3583	Women's Fashion	2017-07-01	Balega	4.9245	4.9245	4.9245	4.9245	4.9245	5.092
3583	Women's Fashion	2017-07-01	Bandelettes	1.157666667	1.157666667	1.157666667	1.157666667	1.157666667	
3583	Women's Fashion	2017-07-01	Bella	4.221	4.221	4.221	4.221	4.221	3.953
3583	Women's Fashion	2017-07-01	Birkenstock	5.218333333	5.218333333	5.218333333	5.218333333	5.218333333	5.252
3583	Women's Fashion	2017-07-01	Braza	0.402666667	0.402666667	0.402666667	0.402666667	0.402666667	
3583	Women's Fashion	2017-07-01	Brooks	0.855666667	0.855666667	0.855666667	0.855666667	0.855666667	
3583	Women's Fashion	2017-07-01	CIOR	0.151	0.151	0.151	0.151	0.151	0.201
3583	Women's Fashion	2017-07-01	CLARKS	4.7905	4.7905	4.7905	4.7905	4.7905	4.288
3583	Women's Fashion	2017-07-01	COCOPEAR	0.201333333	0.201333333	0.201333333	0.201333333	0.201333333	
3583	Women's Fashion	2017-07-01	COCOSHIP	5.528416667	5.528416667	5.528416667	5.528416667	5.528416667	5.372
3583	Women's Fashion	2017-07-01	Canis	4.4555	4.4555	4.4555	4.4555	4.4555	4.02
