url_id	category	fact_date	brand	overall_score_365	overall_score_90	overall_score_30	overall_score_14	overall_score_7	overall_score_1
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	 FANCYINN	5.104666667	5.104666667	5.104666667	5.104666667	5.104666667	5.36
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Ageena	3.8525	3.8525	3.8525	3.8525	3.8525	4.154
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Alaroo	5.689666667	5.689666667	5.689666667	5.689666667	5.689666667	5.588666667
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Angashion	3.862083333	3.862083333	3.862083333	3.862083333	3.862083333	3.568666667
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Annabelle	4.141	4.141	4.141	4.141	4.141	3.838
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Artfish	0.805333333	0.805333333	0.805333333	0.805333333	0.805333333	1.072
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	AvaCostume	3.6515	3.6515	3.6515	3.6515	3.6515	3.216
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Awesome21	3.283	3.283	3.283	3.283	3.283	4.757
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Ayliss	6.2645	6.2645	6.2645	6.2645	6.2645	6.231
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	BAIFERN	2.3115	2.3115	2.3115	2.3115	2.3115	2.546
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Bigyonger	0.302	0.302	0.302	0.302	0.302	
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Bodycon4U	1.005	1.005	1.005	1.005	1.005	1.876
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	BomDeals	1.208	1.208	1.208	1.208	1.208	1.608
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Carapace	6.5995	6.5995	6.5995	6.5995	6.5995	6.566
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Cemi Ceri	4.7905	4.7905	4.7905	4.7905	4.7905	4.422
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Coutgo	5.285666667	5.285666667	5.285666667	5.285666667	5.285666667	5.184666667
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	CutieLove	1.006666667	1.006666667	1.006666667	1.006666667	1.006666667	1.34
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	DDSOL	2.144	2.144	2.144	2.144	2.144	2.747
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Dasbayla	6.531333333	6.531333333	6.531333333	6.531333333	6.531333333	6.531333333
3687	Women's Jumpsuits, Rompers & Overalls	2017-07-01	Dearlovers	1.560333333	1.560333333	1.560333333	1.560333333	1.560333333	2.077
