url_id,category,fact_date,brand,overall_score_365,overall_score_90,overall_score_30,overall_score_14,overall_score_7,overall_score_1
5327,Men's Fashion,2017-07-01,5.11,0.2613,0.2613,0.2613,0.2613,0.2613,0.2613
5327,Men's Fashion,2017-07-01,ADFOLF,0.1005,0.1005,0.1005,0.1005,0.1005,0.1005
5327,Men's Fashion,2017-07-01,ALEADER,0.8844,0.8844,0.8844,0.8844,0.8844,0.8844
5327,Men's Fashion,2017-07-01,ASICS,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095
5327,Men's Fashion,2017-07-01,Amazon Essentials,0.9447,0.9447,0.9447,0.9447,0.9447,0.9447
5327,Men's Fashion,2017-07-01,Balega,1.4673,1.4673,1.4673,1.4673,1.4673,1.4673
5327,Men's Fashion,2017-07-01,CIOR,1.3332,1.3332,1.3332,1.3332,1.3332,1.3332
5327,Men's Fashion,2017-07-01,CQR,1.2462,1.2462,1.2462,1.2462,1.2462,1.2462
5327,Men's Fashion,2017-07-01,Carhartt,0.9292,0.9292,0.9292,0.9292,0.9292,0.9292
5327,Men's Fashion,2017-07-01,Champion,1.7776,1.7776,1.7776,1.7776,1.7776,1.7776
5327,Men's Fashion,2017-07-01,Columbia,0.7638,0.7638,0.7638,0.7638,0.7638,0.7638
5327,Men's Fashion,2017-07-01,Converse,1.1457,1.1457,1.1457,1.1457,1.1457,1.1457
5327,Men's Fashion,2017-07-01,Costume Adventure,0.4422,0.4422,0.4422,0.4422,0.4422,0.4422
5327,Men's Fashion,2017-07-01,Crocs,2.01,2.01,2.01,2.01,2.01,2.01
5327,Men's Fashion,2017-07-01,Dickies,1.616,1.616,1.616,1.616,1.616,1.616
5327,Men's Fashion,2017-07-01,Dockers,1.7085,1.7085,1.7085,1.7085,1.7085,1.7085
5327,Men's Fashion,2017-07-01,ExOfficio,1.6683,1.6683,1.6683,1.6683,1.6683,1.6683
5327,Men's Fashion,2017-07-01,Fruit of the Loom,1.1832,1.1832,1.1832,1.1832,1.1832,1.1832
5327,Men's Fashion,2017-07-01,Gildan,1.0854,1.0854,1.0854,1.0854,1.0854,1.0854
5327,Men's Fashion,2017-07-01,Giotto,1.8291,1.8291,1.8291,1.8291,1.8291,1.8291
5327,Men's Fashion,2017-07-01,Gold Toe,1.5477,1.5477,1.5477,1.5477,1.5477,1.5477
5327,Men's Fashion,2017-07-01,Goson,0.804,0.804,0.804,0.804,0.804,0.804
5327,Men's Fashion,2017-07-01,Haggar,0.9648,0.9648,0.9648,0.9648,0.9648,0.9648
5327,Men's Fashion,2017-07-01,Hanes,2.1146,2.1146,2.1146,2.1146,2.1146,2.1146
5327,Men's Fashion,2017-07-01,IZOD,0.5829,0.5829,0.5829,0.5829,0.5829,0.5829
5327,Men's Fashion,2017-07-01,J+S,0.6633,0.6633,0.6633,0.6633,0.6633,0.6633
5327,Men's Fashion,2017-07-01,JanSport,0.603,0.603,0.603,0.603,0.603,0.603
5327,Men's Fashion,2017-07-01,Jerzees,0.1206,0.1206,0.1206,0.1206,0.1206,0.1206
5327,Men's Fashion,2017-07-01,Joopin,1.9899,1.9899,1.9899,1.9899,1.9899,1.9899
5327,Men's Fashion,2017-07-01,KBETHOS,0.1608,0.1608,0.1608,0.1608,0.1608,0.1608
5327,Men's Fashion,2017-07-01,Kanu Surf,1.8676,1.8676,1.8676,1.8676,1.8676,1.8676
5327,Men's Fashion,2017-07-01,Keen,1.4874,1.4874,1.4874,1.4874,1.4874,1.4874
5327,Men's Fashion,2017-07-01,LUENX,1.6281,1.6281,1.6281,1.6281,1.6281,1.6281
5327,Men's Fashion,2017-07-01,Lee Uniforms,0.201,0.201,0.201,0.201,0.201,0.201
